# ID ICD ERR ston pr alpha
18219 0.0154954433119 0.0070865611385 18.1601357974 10 0.589718482322
21679 0.0222252830452 0.00178521600662 27.4102447547 10 1.58222013914
8277 0.217438257676 0.0165528160764 15.3356045432 8 0.908452093799
23373 0.195706209366 0.00667094146119 12.0083477889 19 2.52886947062
10590 0.0311986364745 0.00206590741924 25.0965992972 7 0.934616399172
26355 0.130362358283 0.00116271853892 41.9318637604 15 1.57522556747
372 0.348282311456 0.00644420214867 18.9948065226 20 0.941587598058
9834 0.0475704666715 0.00349054279154 18.0478659348 13 4.47246029789
16018 0.11615712362 0.00188122625922 24.2883935212 13 0.961095276454
9258 0.095703648786 0.00382353567059 21.9533403302 17 1.05850818891
3200 0.0519602611307 0.000966142922112 29.3392466155 10 1.31468950512
16355 0.0593336185004 0.0398658799922 7.11100713736 13 0.690631370953
17232 0.0477516311154 0.00883563015623 12.3825439056 12 0.844509272021
1676 0.640567906186 0.0295604377077 1.76832664226 8 4.50633891493
26610 0.0408845135684 0.00337823178071 19.9660968525 8 1.17356408346
8823 0.0244332688419 0.00253783088098 102.352119312 7 0.786350017727
4058 0.0872998581072 0.0126458628006 7.29463179253 8 1.36731966274
12537 0.282955328695 0.00312152994894 28.6790925635 22 3.1734899265
540 0.0634568894614 0.000924966849137 36.7845133665 9 1.03858888317
10612 0.00135723539521 0.00215633117699 19.5252914449 5 1.13476833621
26327 0.743750224577 0.0118058640903 4.02076548019 18 1.5671351542
9941 0.122691372887 0.00783257656029 20.9439107363 6 1.07358974119
16654 0.0692213399905 0.00451412839951 17.0333539036 9 0.854917618752
24081 0.0560684815038 0.0207535820684 5.84105720168 21 0.760864587726
22430 0.0835048245499 0.0117157128046 8.14759061883 6 1.04631789988
21364 0.0829333132649 0.00482415082638 14.2231142465 10 1.29175721667
9716 0.481775083068 0.0165266012622 4.92050143179 17 1.33262141451
16880 0.0844440410732 0.021819491144 10.9972713635 9 0.735772125609
16145 0.0997970961664 0.00624884885456 21.165973517 15 0.60513894403
24250 0.192470814908 0.0126132146738 13.023708405 13 0.713194844478
1251 0.0269407079979 0.0108355399948 10.7938377792 10 1.27298839112
22878 0.0735702437703 0.00108719842658 25.90613014 10 1.4258695216
23811 0.106504875058 0.00354444131784 19.3383041576 10 1.02701589075
881 0.0613179591646 0.00243973832244 36.6960397868 11 2.21381104413
16671 0.724191033915 0.0166342076456 5.06007585632 8 1.07688973868
1626 0.11917662884 0.0223975690622 9.92861433521 7 1.442169474
26572 0.153164377029 0.00763157007579 13.7037880399 11 0.782174498289
26381 0.0121909210581 0.0248905648718 9.8775608003 12 0.694511179502
19980 0.146646717252 0.00608009787487 22.9177109061 22 1.02617239973
3680 0.0545660653502 0.00886894937812 9.24925578493 8 1.18560234647
3087 0.0479241021509 0.00554639828413 20.2384972646 8 0.857775416829
7230 0.793108747534 0.000420768004725 21.6797960293 13 1.57438913043
2468 0.0470886625647 0.00743138844862 14.2608015026 10 1.46538204505
939 0.111343348826 0.0080220402781 47.2860197331 12 0.597065592563
9067 0.0257233862079 0.00167260553685 68.568106815 7 1.3793328231
688 0.0526828018088 0.00730322909824 40.6426977725 11 0.958547021236
2926 0.13890029805 0.00489899106275 30.5839065789 21 1.03075958973
2423 0.199374284569 0.0150925206336 4.56402474852 10 3.80686463896
3375 0.0203227944013 0.00309341165846 21.1606249007 8 1.0346038708
16080 0.239347756335 0.0229373390128 4.91728719392 11 2.61205250746
6392 0.0138890878307 0.000748469290111 34.3305323471 8 0.867434377356
16986 0.0652691642936 0.0352992941593 24.7499831254 30 0.454135935606
2385 0.167230126588 0.00985046854648 10.1333136573 10 2.2986718039
9610 0.12472872019 0.0114560965529 12.855552403 13 0.73795663492
23303 0.0604452272464 0.00316971081218 20.6613934144 6 0.902296125876
24483 0.200575637749 0.0192071661752 5.10386669264 12 0.930276583546
3152 0.0638388406054 0.0038536417274 27.2742949486 9 0.504523979229
12179 0.401622407867 0.0126239248424 7.99802283227 14 1.23714210031
20033 0.7249338328 0.00263193463328 12.6944373902 18 2.49191716032
5555 0.0454643659719 0.00923975620617 8.69817422814 7 1.31701306609
25854 0.0100114334098 0.0032195125645 25.8468064495 12 1.19377659114
25635 0.0328367956597 0.000284729765472 68.8447001739 10 1.54535898177
2774 0.117096034677 0.0254839898797 8.99929230154 8 0.673984725043
23948 0.200803810771 0.00462152204072 14.4299430737 20 1.59225146827
5411 0.0312353223448 0.0090225302172 7.25872640694 6 1.23939602519
14010 0.0311208365356 0.00375159573887 17.9191021536 7 0.784365486812
25601 0.153770515092 0.00922619334858 13.7391171865 16 0.92726043838
26571 0.0352795905699 0.00776418040772 13.0965338971 7 0.796408637604
18580 0.0315123894951 0.00312355621342 21.360522743 8 1.10804626134
8580 0.02404843562 0.000821178759098 25.8447744545 11 3.07121115234
14672 0.164821553462 0.011482820137 12.7407346274 14 1.07445261774
7545 0.00616063894015 0.00370715378542 29.9656768169 9 0.871954491416
25952 0.0569800861698 0.000536036577351 26.4116226897 7 2.31211718821
8692 0.87116628329 0.0100401915921 10.7225327089 21 0.328009159814
1841 0.0582612733511 0.00263859759744 18.200924149 9 3.4948800458
3037 0.273767695683 0.0376842692922 12.8685437768 14 0.348327552863
16680 0.0213118072902 0.00258762906972 84.9047177082 7 0.844230905251
10829 0.379454524425 0.00475438285547 15.8095562516 21 1.21859830244
19193 0.101056772892 0.00329253591331 22.4361799188 20 1.52996064423
887 0.0880772622466 0.00713588438083 18.462409529 15 1.02093137812
4689 0.130107538889 0.00260615718907 29.8909023845 13 0.874250240184
16375 0.155248120539 0.00327821688366 21.6176431023 31 7.53465425935
26211 0.189115324209 0.010699017626 7.8309207161 8 7.03066129544
1084 0.132322434767 0.0175609425659 30.5479098165 8 0.727937126625
16527 0.130172966165 0.000433661447604 91.6076154565 7 0.84856781601
24809 0.0331289133041 0.00120042596663 44.0121439388 10 0.545533442574
19007 0.0349196049182 0.00686986233882 19.8972526179 12 1.10186033114
16099 0.0838548355457 0.00469152277251 17.9478081769 12 1.11346524293
6278 0.0416856001331 8.0415756433e-05 80.2923702926 8 2.62281101261
18423 0.0339051851413 0.00867290847765 6.88910105499 6 2.36494060248
21271 0.0239567648979 0.0480712996535 5.67411221486 13 0.55554215915
9095 0.0427420239397 0.00507790081283 22.1673977998 8 0.536846260829
24969 0.0353722666732 0.0124869045436 9.09248024747 8 2.08995207883
17249 0.108004243328 0.00597925935481 24.0216825099 14 0.633087921496
20593 0.326414130207 0.00736651347164 7.46780754489 14 2.03857438271
22507 0.140801810528 0.00400547455302 18.6161042656 13 1.30050829741
22079 0.069178073301 0.000619755319555 47.8542307787 8 0.736189467449
16777 0.0286856027167 0.00117908046317 32.0506328131 9 1.44351797793
3906 0.015531927225 0.015017440725 18.8274760357 8 0.484030933271
3389 0.0256013293368 0.00654932571037 16.6419202619 14 0.877561662626
9359 0.0223793873707 0.00353029276776 16.1164989646 7 1.22234480328
20343 0.033485951699 0.000428741537073 47.8160831989 10 1.17674064155
17325 0.0423840698337 0.00344199306089 19.4472862094 7 1.14220752569
5698 0.0932853731205 0.00902978836683 16.1090799025 8 1.31316371851
9807 0.0484476418607 0.012725198859 14.4442309373 11 0.776407021278
26554 0.0877132726984 0.00137446594325 32.9848515026 20 4.92223916966
4672 0.0337991244311 0.00184617279223 26.5027446058 12 0.572486415135
1244 0.0521290283584 0.000889201563441 97.3343324639 19 1.18892591427
5032 0.00536418912876 0.00247287442119 39.2549847374 8 0.730231958763
7941 0.044923878215 0.00486320216081 13.751495917 10 1.56540659559
182 0.0892651740632 0.00345844920302 27.1065503398 10 0.703574147492
26496 0.114254899042 0.00130528122857 35.1297441001 17 1.7953665695
4543 0.212679457194 0.0101752734976 10.683611419 19 1.08850068214
18315 0.0688954228697 0.00598293408674 11.811221321 12 2.23309792184
12271 0.0911535740387 0.00361160284247 21.1529666885 12 1.78396604681
16867 0.157003023318 0.0260396340258 4.20672364128 6 10.6122837165
11072 0.338387900352 0.0360972559565 3.51942787829 6 2.72850488805
21891 0.00814539542659 0.00202458875676 40.3379319869 20 0.561899862745
7817 0.00873001340706 0.0091859434925 15.0529539883 11 0.750323314856
24219 0.0228653761514 0.00559596406932 14.6373897221 9 1.10093509923
2312 0.0864854486751 0.00933721604854 15.2280674794 7 0.500786409793
14969 0.0306697709403 0.000160695651951 133.372669856 10 0.957802931608
16940 0.0223909034544 0.00344245113928 22.6371282388 10 0.937121527442
6442 0.255020071106 0.0163647978153 8.60294525479 14 2.24122400171
19158 0.0152545148409 0.00235902480608 34.948738227 13 0.87286755404
6164 0.921095702218 0.0148455613862 2.34428787965 24 0.523856539521
6175 0.0240919433055 0.0065118975789 12.2009082363 7 0.86968027235
21566 0.0522907242892 0.00794995186198 12.5041176707 12 0.987406481861
21903 0.0640883456071 0.00359996233867 17.4567405219 12 0.796086041623
6757 0.0896271839153 0.00383759163668 17.4609152835 17 2.75466501729
813 0.468240540573 0.0309249701511 9.53489100239 10 0.622022401249
3165 0.0210590845274 0.00629931068608 24.0550732155 12 0.582154895961
366 0.0719543227014 0.00169041481573 39.5668215768 14 1.7176182081
4872 0.262352055219 0.00256946548425 25.5453582182 17 1.69997079157
26731 0.177377135122 0.0163073668658 6.95241956963 14 0.703916745058
19760 0.00558735684546 0.00107617624758 54.9969763927 8 0.754136247208
18660 0.131030122477 0.00469779060117 22.9079006945 17 0.737210680828
19090 0.306176327376 0.00416825666267 22.5921292058 23 2.04988633551
10053 0.0477706670334 0.0118698711113 11.1773265541 8 0.864034317103
2912 0.260946898292 0.010952658079 38.8269092761 7 0.813171888523
23527 0.0702299692023 0.00624378298405 14.055238627 23 0.493851794679
13679 0.0783697856878 0.00264892823082 20.4855776181 9 1.06510981737
18176 0.0218831890559 0.00339371975389 29.1384018517 16 0.721323781681
7253 0.0355615666604 0.00195007022483 24.5291852656 9 1.26183662515
38 0.738345684638 0.0178681282089 9.23857492544 14 0.585795281736
1266 0.0825623012351 0.00373180568923 27.3376895479 12 1.47015448593
8635 0.0712222166855 0.0074898808602 8.61139918433 7 1.04233907319
2522 0.053555918963 0.0287265838072 7.71106319207 7 1.46074007643
23635 0.0943431571663 0.0214638671545 15.9531656027 14 0.431748789308
5770 0.29361849981 0.0153925427423 10.9575111786 12 0.601875352568
10243 0.0499156596247 0.000684640835322 222.340240322 7 0.740262155045
17515 0.0358805563623 0.00474715859975 23.6828407841 8 1.3475697882
8868 0.0268531793177 0.000919824158924 31.0102160945 7 1.07888026839
3949 0.845368095535 0.0260260868795 2.3278102089 11 0.346846238981
5526 0.35093659027 0.0124016051551 6.75527290815 18 0.976936985778
7515 0.0415827140393 0.00419086243871 13.0031452977 10 0.957338451841
15526 0.779795354735 0.0163137729915 2.7984043238 10 1.77502636719
19616 0.311921541659 0.0108715194275 7.7034653291 18 3.27636276284
21792 0.0571171819407 0.00363166340679 17.2095430227 12 1.69933450404
14602 0.0841096651063 0.00130529392919 33.8140555141 13 2.11459601429
1699 0.962351842803 0.125276657953 4.45876735464 40 0.110608109978
18882 0.0364158196729 0.0024277560168 31.4471491263 6 0.665103716464
12567 0.0203700732049 0.000343389628917 49.4835364959 6 8.84350861089
17987 0.0566460841651 0.0018732200852 86.0657195642 8 0.753020481004
25528 0.654443829945 0.0278320324022 6.84696725637 16 0.471081761488
1959 0.0814324540411 0.0216425857152 14.2909942139 10 0.643326307825
10381 0.0349360684727 0.00254417829411 23.6088692678 6 1.21224348419
11398 0.0825307113582 0.000430342047996 61.6768030262 9 0.567794242326
15015 0.0674728501522 0.000189133752937 119.282318962 14 1.63804329011
18555 0.0322360001838 0.000920778522548 42.1855089362 7 0.936136188999
17561 0.0182405187523 0.00844654248575 12.1630582298 8 0.861529599301
675 0.577144408268 0.0151459643426 10.7333591441 10 2.15636777144
21093 0.0798991229635 0.00484343098105 15.3806392381 11 1.1231472515
8539 0.134767518701 0.0200842235901 9.03781234303 12 0.670387566119
8418 0.0644799452089 0.0157614899628 5.88973679977 6 2.03892368231
4854 1.0000030284 0.0338595656791 2.24984421948 16 0.000434002395613
3284 0.27421801187 0.0262822546755 5.29714422736 10 0.886016836065
3669 0.368356222831 0.00127290171717 21.2113926255 6 6.27738098844
14541 0.0321095356524 0.0157832686663 11.8834346417 6 0.667392169565
12241 0.0774854090837 0.00384012596017 104.605013149 8 0.70799344841
22725 0.0705716117657 0.00954027810714 12.0524777064 9 0.78611244882
2933 0.370326382331 0.00288689711743 83.9693791829 7 0.741358822462
19915 0.0477586611731 0.00616483298564 12.0485744943 10 2.12554160337
13751 0.311378597149 0.00159279096076 41.1260369181 21 2.13720208188
9007 0.0198780283524 0.0015258197615 23.8196487961 10 1.38759123623
8926 0.0694029206324 0.0111899950128 6.80163919035 10 0.870472515719
22734 0.261943723183 0.00278007890486 25.5200267767 24 1.55923191253
23279 0.742774543995 0.0264089684939 2.45774569073 12 0.688306329819
26307 0.56611362826 0.0566665411344 5.36973008803 35 0.274514555313
18076 0.0394702153365 0.00263093951396 27.5038348135 14 1.58046833288
16434 0.148742292587 0.013617813247 12.8519844095 10 0.823601617979
1646 0.078157169292 0.00165442897453 47.4898435966 8 0.801066752428
14789 0.276034600115 0.0218449335678 5.78559608605 10 1.11769466804
9273 0.0221429467157 0.011991817723 10.0346751549 7 0.997638230795
5608 0.0361178248618 0.00117578088708 27.3417422743 8 1.03485465271
3019 0.0469177624144 0.0207540169831 5.0235720895 6 9.71694833753
1481 0.0186918951881 0.0113704368135 11.9009994672 8 1.2452871943
12201 0.232773869675 0.00306091406459 25.6687468732 20 0.688243474852
9943 0.0450929453569 0.0102670677118 8.09238162421 10 2.12559278908
25626 0.083856244927 0.00977356734783 11.4777779344 12 0.832310566994
19548 0.0544003422045 0.00243627060833 31.9225833467 6 0.552238422834
20906 0.0620963595189 0.00823272115955 9.27346394803 7 1.95197658785
819 0.171209771185 0.0633503554188 3.2115622108 7 0.813624500979
219 0.0261533042211 0.00969271394782 15.8058060978 11 1.18450737447
10861 0.00810366579625 0.00836786594602 15.7932230409 12 0.647307642187
19246 0.0176676362535 0.00303013136471 32.4707058303 8 0.65557427256
8030 0.548807727819 0.000191172333725 54.9550700687 12 2.35246788486
17630 0.496812819759 0.00498295239182 14.1358886695 25 1.5492745264
16430 0.0316498123224 0.00190450923818 29.945857555 8 0.97330756799
16710 0.293915464805 0.0191210289289 7.18429608719 14 1.32988791762
3926 0.0694455806881 0.00301389350185 28.9940643049 9 0.556173239868
11548 0.0873990667288 0.00296657689502 13.0681036674 7 0.992339035177
3428 0.11484739575 0.0119916429262 12.1240564729 13 1.34001749009
1194 0.182462623393 0.002518045457 76.0378150518 17 1.04441881326
17866 0.143992244569 0.013364771759 8.31000849757 8 1.33143087425
21338 0.0193029161203 0.0114314641129 9.39658377694 11 1.02347961994
5529 0.0311525413536 0.0023616596606 28.4232565565 5 0.552961152552
20091 0.00884874334612 0.00467049719888 27.9959779095 13 0.588210864062
4864 0.0635947577646 0.00399228581327 16.7243889066 7 1.16699880831
17103 -0.000390132030122 0.00917321092054 9.78540762735 7 0.917923718203
25970 0.0876912572276 0.00624342121776 9.55216610117 8 0.795756679335
4453 0.0460517045286 0.0122308471741 10.9144693858 11 0.588809052906
8204 0.115092329664 0.0202160261847 7.29789955785 12 1.07074979677
15060 0.130801023609 0.00314003445534 23.6226798381 13 4.28731772857
4418 0.145812652975 0.0121962512234 13.0008705183 13 0.945034396875
15432 0.0916628156968 0.000406052233939 47.673215328 8 5.74300376291
15012 0.134276155022 8.17520246059e-05 183.241249053 15 1.33619534011
1759 0.229233280705 0.0242751501856 10.3076586772 10 0.852981520597
10505 0.0262435383624 0.00417359567448 17.4409524659 7 1.00102353844
11006 0.210672974354 0.00451610944905 107.978358964 22 1.0241236442
886 0.0800192422357 0.00874871929869 19.989785732 7 0.837164557329
17073 0.0549435609101 0.0016977970202 26.0696422801 10 1.07486645028
10130 0.083157306223 0.00553114357575 13.7971163539 19 1.34557268377
22638 0.0589009301085 0.00683372852502 11.3250867789 7 0.752018386658
8206 0.0458711145465 0.000744459122106 42.7929593452 14 1.15952790164
8747 0.0161505523769 0.0096155916924 14.0183096271 10 0.550343505315
16206 0.0702877519207 0.00881658708359 9.07371370353 10 0.939221479838
19700 0.219577496592 0.00151491127236 32.866277681 15 1.41710295733
25459 -0.00061857614113 0.0397598146483 3.50371470721 6 2.88104937826
1977 0.0440543990349 0.00531593784313 17.0360974931 12 1.10994254174
18334 0.0236725056222 0.000785034285511 40.8807140904 9 1.36290307389
15381 0.399005216652 0.00442523095717 20.3481667836 21 2.60461993512
13871 0.0180105192318 0.000666970997687 49.9236479067 19 1.70112998561
19461 0.313642140415 0.0383217563808 5.28974815666 7 0.852153407634
25391 0.0463429884846 0.000621843237832 39.9470499155 7 1.0893046219
2900 0.0574498759146 0.0158644806947 8.62150010687 9 1.1974166477
684 0.0803731014902 0.0255657810901 9.66180289298 13 0.556808337828
25634 0.0827245666324 0.00901523825483 11.3165959723 12 1.58070643982
12337 0.0148701388439 0.000160750082634 123.227054544 7 1.0580707953
535 0.130763702614 0.00729545052451 40.220234683 14 0.952771327644
6513 0.0507875334318 0.00440890800268 19.9201208122 14 1.88724253975
23644 0.0604786020546 0.00439609128153 17.3179239981 9 1.31111950999
21922 0.0655257754881 0.00116671669849 47.2956576242 20 1.25373178502
205 0.0347472483852 0.00731040030691 22.7779898707 11 0.834075335173
3238 0.206542278939 0.0340496902059 8.67465319123 10 0.687316691367
7150 0.455573438105 0.0202911333832 6.52659372019 16 0.728957122469
18435 0.0505842692602 0.0043528626984 13.8696066619 8 2.14309247
19107 0.0270174824092 0.00353262435632 21.7048885084 8 0.671046316449
9358 0.00352146849882 0.00195735770361 29.69653863 11 0.60963961266
7743 0.00680317568547 0.000497859685677 54.8063157617 11 1.29838163481
1556 0.012506188256 0.000775123468369 153.833842236 14 0.724381465124
1185 0.0272364881963 0.00499111216476 41.6688639099 7 0.92506576892
895 0.155733106739 0.00724752785638 22.6475431904 9 1.3206528286
12912 0.0820720282801 0.00197091099932 21.5303811139 8 1.13837951312
656 0.137404887742 0.0179561287426 13.0653480974 11 2.35068131013
26823 0.238718855686 0.0027240517911 18.4491593124 12 0.78584558988
12624 0.131928742547 2.07287461925e-05 381.319863539 19 1.6275523674
6343 0.467675460963 0.030912377965 4.89757503213 8 0.556757721065
14040 0.0304226608235 8.05120967958e-05 199.780477302 8 1.17594299965
26813 0.0333420857735 0.0090002321316 12.1395148585 9 0.963224359129
1625 0.0640063282378 0.0136685271963 24.4761250474 8 0.74980033489
17488 0.028745061729 0.000791188521108 45.4451389805 12 0.566808896546
1217 0.145621866211 0.0222766251496 13.3843028607 13 0.670968811545
18900 0.0361531999155 0.00497035969223 24.3094692024 8 0.406066224731
16402 0.114497013285 0.0124234817763 11.7244956204 18 0.992259555276
11027 0.0115081087585 0.00814453461055 38.3019271635 11 1.61610151676
6307 0.113828976972 0.0194657073629 9.48099138272 11 0.590646368648
19529 0.058521844788 0.0113839114251 10.0760062141 7 1.14166183675
25778 0.0909362833797 0.00395945725403 24.050903952 12 0.894425863725
5153 0.311992321842 0.0136349654626 5.47723151813 14 1.3701003916
14091 0.0410103936282 0.000308040152191 103.563558841 13 1.05629323882
22604 0.190004146691 0.0221480769172 5.55958139482 12 1.57666695504
17619 0.105353420371 0.0113772140863 16.3773204137 14 0.703018435423
2094 0.0741232079973 0.0350103668185 8.21012949587 10 0.796739497138
5351 0.341392701695 0.00783921433613 13.2981187123 19 1.5391587611
7893 0.0483452805752 0.00816312269499 9.5772733583 13 1.24745908216
20255 0.0193962381231 0.00340356207159 26.0895648248 8 0.851150454328
24358 0.0374063251473 0.00124038186856 31.7604948164 17 1.19192411939
567 0.54273720085 0.0649995823954 6.7842345463 13 0.587675920016
26732 0.101320899397 0.00361124924656 25.1863130521 14 0.629412023356
19190 0.0128592126199 0.00483376110451 22.3863582833 7 0.656740037204
21084 0.0243091128564 0.00529430370767 20.2123983999 12 0.874391232542
16627 0.391979347027 0.0284817773323 3.66270314187 9 0.997200520578
21728 0.0551364879619 0.000506607267498 43.0341462081 5 0.816921938501
10213 0.066710596722 0.00744296555394 10.0846075507 8 0.828022060785
9948 0.0308938171465 0.0048239037313 20.3858670343 5 1.1141875883
2184 0.149966889149 0.0102026224246 17.8539332132 6 0.689144211663
26570 0.854455669824 0.0299466920765 4.56114514739 11 0.290389677674
17557 0.443879158798 0.026643641007 3.25605180572 5 2.047936812
26637 0.0631299193369 4.41181002847e-05 108.696420962 11 0.963511989839
489 0.168010114165 0.00241265691734 24.1568286512 9 1.01214648575
6954 0.00683394722536 0.00168540177912 25.9769185691 8 0.980872845271
18913 0.142750089892 0.0164109018051 7.9855507337 10 0.843586931665
9987 0.377828889453 0.00470349037735 16.6922504072 19 2.65349016102
627 0.0603442567193 0.00136268947578 50.8091885659 14 1.77401987503
8307 0.016896219176 0.00729922006249 11.5595831783 13 0.942235124511
25806 0.0487409660737 0.00306920382538 21.2282081238 9 0.929257554974
371 0.0894221552103 0.000913974582158 45.9684585348 11 1.15499167885
23401 0.0865236884993 0.00146408060888 25.4465644234 19 0.982179005096
3886 0.176014686708 0.0113611643468 7.70594417305 16 2.93994828866
6562 0.158978340727 0.0280074194099 8.98989885146 10 1.04562146969
21561 0.244329953271 0.0161446367383 9.18272080255 12 0.759293258519
24211 0.0125048367362 0.00211158991669 39.0536896003 12 0.5300994894
21874 0.0403922455844 0.00931050921029 9.07815299923 6 1.26779674408
15517 0.106845309098 3.01258179667e-05 363.227619027 18 1.74445141761
6468 0.0522381236078 0.018975000956 9.49190485024 12 0.984418014478
24367 0.724778368034 0.00966318557567 4.11073121736 13 2.55602888185
26343 0.0248775742133 0.0130011113787 7.46972018048 7 1.07553680233
6382 0.0199540991417 0.00194268290964 19.3169707601 6 1.20504796839
6864 0.027035624381 0.00212568030839 27.2496238791 30 1.37812296352
23052 0.0776203818729 0.00761401966271 11.557851797 13 0.948709431716
8165 0.111916479412 0.00436177658309 14.7109392356 10 1.16291201199
10090 0.0715421549639 0.00271147025648 28.4051895504 26 1.39085110466
23534 0.106311335505 0.00826662962404 18.3015078072 15 0.873874963476
18551 0.0222899772408 0.00735233488567 10.9065372393 5 1.19049391929
17973 0.0125769769719 0.00148046596333 41.2773243438 9 0.935344734068
5673 0.0072994618792 0.0104185197093 11.5876562467 7 0.865788758712
5402 0.185243580674 0.0159952139594 16.6746759206 15 0.727800507301
24314 0.0251098494838 0.00432492184937 24.2427428037 8 0.526347675306
16844 0.20010087551 0.00124371486978 35.3769652124 11 1.31627532698
5728 0.0573044634137 0.00266880920593 18.7824923423 9 1.99058084838
16406 0.0897173671234 0.0112124194049 11.7178148592 15 1.15466806831
22959 0.993374101375 0.0176218223811 0.585969502135 24 0.0652144954356
18352 0.0613661580492 0.00400206698575 14.1137916464 12 1.41354016757
19741 0.107338308641 0.00138789793192 22.0001832838 7 1.60606175441
15194 0.111012208945 0.0010414573835 29.5755881772 9 1.41374258674
22394 0.0272437913773 0.00536184387907 22.8954366335 11 0.678916236087
8345 0.13105005362 0.0099929811366 8.6250839111 8 1.28098097869
