# no.  UserID Distance DBSource ALPHA_GR_DEC_ORDER DELTA_GR_DEC_ORDER redshift redshift_err FAST_bc03_lmass FAST_ma05_lmass
# start data
  732  16150                      0.00 16150  53.15074320 -27.77434440  0.00000  0.0000 10.370 10.370
  733  16151                      0.00 16151  53.15844380 -27.77396790  0.00000  0.0000 10.940 10.940
  734  16160                      0.00 16160  53.07813770 -27.77421330  1.72900  4.0000 10.840 10.840
  735  1617                       0.00 1617  53.12306390 -27.90462370  9.99990  0.0001 10.070 10.070
  736  16171                      0.00 16171  53.04574700 -27.77319030  0.00000  0.0000 10.220 10.220
  737  16179                      0.00 16179  53.16391640 -27.77321740  2.44690  3.0000 10.000 10.000
  738  16185                      0.00 16185  53.09054750 -27.77289860  2.30700  2.0000  9.410  9.410
  739  16189                      0.00 16189  53.19595320 -27.77266990  0.00000  0.0000  9.490  9.490
  740  1619                       0.00 1619  53.21274200 -27.90508030  0.00000  0.0000  9.800  9.800
  741  16206                      0.00 16206  53.04842460 -27.77242470  0.00000  0.0000  9.550  9.550
  742  16214                      0.00 16214  53.12641280 -27.77248480  0.00000  0.0000  9.070  9.070
  743  16217                      0.00 16217  53.03228200 -27.77222620  1.83760  2.0001  8.840  8.840
  744  16226                      0.00 16226  53.20070080 -27.77272510  3.18230  4.0001  9.540  9.540
  745  1623                       0.00 1623  53.18374070 -27.90448620  0.00000  0.0000  9.640  9.640
  746  1625                       0.00 1625  53.16096440 -27.90472660  2.15650  2.0001  9.490  9.490
  747  1626                       0.00 1626  53.22567270 -27.90431500  3.38690  2.0001  9.930  9.930
  748  16269                      0.00 16269  53.06134820 -27.77267750  0.00000  0.0000 10.180 10.180
  749  16274                      0.00 16274  53.13107970 -27.77310800  1.84970  2.0001 11.280 11.280
  750  16277                      0.00 16277  53.16419490 -27.77290490  0.00000  0.0000  9.780  9.780
  751  16280                      0.00 16280  53.09669790 -27.77233820  2.48320  3.0000  9.990  9.990
  752  16281                      0.00 16281  53.15287730 -27.77249830  0.00000  0.0000  9.410  9.410
  753  1630                       0.00 1630  53.23471300 -27.90425790  0.00000  0.0000  9.580  9.580
  754  16303                      0.00 16303  53.08446910 -27.77234210  0.00000  0.0000 10.300 10.300
  755  16315                      0.00 16315  53.19674910 -27.77231990  2.80910  3.0001 10.330 10.330
  756  16317                      0.00 16317  53.04423360 -27.77219460  0.00000  0.0000  9.640  9.640
  757  16328                      0.00 16328  53.07455640 -27.77244260  1.53920  3.0000  9.590  9.590
  758  1633                       0.00 1633  53.15473930 -27.90428370  0.00000  0.0000  9.090  9.090
  759  16338                      0.00 16338  53.04445910 -27.77178210  0.00000  0.0000  9.580  9.580
  760  16345                      0.00 16345  53.08964740 -27.77185090  0.00000  0.0000  9.560  9.560
  761  16346                      0.00 16346  53.14871420 -27.77294680  0.00000  0.0000  7.150  7.150
  762  16355                      0.00 16355  53.05324740 -27.77173250  0.00000  0.0000  9.220  9.220
  763  16358                      0.00 16358  53.04661190 -27.77218450  0.00000  0.0000 10.450 10.450
  764  16362                      0.00 16362  53.19351780 -27.77166940  0.00000  0.0000 10.090 10.090
  765  16375                      0.00 16375  53.04494660 -27.77439340  1.61000  4.0000 11.450 11.450
  766  16385                      0.00 16385  53.07813930 -27.77200580  1.80030  2.0001 10.030 10.030
  767  16386                      0.00 16386  53.10755640 -27.77136100  0.00000  0.0000  9.150  9.150
  768  1639                       0.00 1639  53.13611240 -27.90435320  0.00000  0.0000  9.400  9.400
  769  16396                      0.00 16396  53.09582030 -27.77170190  0.00000  0.0000  9.830  9.830
  770  164                        0.00 164  53.12984400 -27.94285840  0.00000  0.0000  9.130  9.130
  771  16402                      0.00 16402  53.04444530 -27.77250050  0.00000  0.0000  9.820  9.820
  772  16406                      0.00 16406  53.07127910 -27.77195660  0.00000  0.0000  9.800  9.800
  773  1641                       0.00 1641  53.12420600 -27.90418870  2.68850  3.0001  8.950  8.950
  774  16427                      0.00 16427  53.03164960 -27.77108150  0.00000  0.0000  9.120  9.120
  775  16428                      0.00 16428  53.20220450 -27.77119450  0.00000  0.0000  9.470  9.470
  776  1643                       0.00 1643  53.18435290 -27.90418630  0.00000  0.0000  8.780  8.780
  777  16430                      0.00 16430  53.19379480 -27.77129040  0.00000  0.0000 10.070 10.070
  778  16434                      0.00 16434  53.03099690 -27.77110190  0.00000  0.0000  9.300  9.300
  779  16437                      0.00 16437  53.14781410 -27.77136230  0.00000  0.0000  9.500  9.500
  780  16444                      0.00 16444  53.14465460 -27.77111120  0.00000  0.0000  9.740  9.740
  781  1646                       0.00 1646  53.17852480 -27.90429400  0.00000  0.0000  9.680  9.680
  782  16465                      0.00 16465  53.04758550 -27.77180450  0.00000  0.0000  9.930  9.930
  783  1647                       0.00 1647  53.15537190 -27.90426810  0.00000  0.0000  9.800  9.800
  784  16471                      0.00 16471  53.07580500 -27.77113200  0.00000  0.0000 10.390 10.390
  785  16486                      0.00 16486  53.20709420 -27.77128300  1.83090  2.0001  7.340  7.340
  786  16490                      0.00 16490  53.13162230 -27.77087170  0.00000  0.0000 10.270 10.270
  787  16498                      0.00 16498  53.10360180 -27.77062730  0.00000  0.0000  9.210  9.210
  788  16522                      0.00 16522  53.20340370 -27.77033060  0.00000  0.0000  9.050  9.050
  789  16526                      0.00 16526  53.02758970 -27.77028430  0.00000  0.0000  9.960  9.960
  790  16527                      0.00 16527  53.15604720 -27.77094720  0.00000  0.0000  9.270  9.270
  791  16542                      0.00 16542  53.11538270 -27.77035700  0.00000  0.0000  9.830  9.830
  792  16556                      0.00 16556  53.13448440 -27.77094130  9.99990  0.0001 10.360 10.360
  793  16558                      0.00 16558  53.04966210 -27.77092850  0.00000  0.0000 10.470 10.470
  794  16562                      0.00 16562  53.20910420 -27.77024620  1.85200  2.0001  9.330  9.330
  795  16578                      0.00 16578  53.08334160 -27.77023810  0.00000  0.0000  9.100  9.100
  796  16579                      0.00 16579  53.20105630 -27.77050860  2.70800  4.0001  9.940  9.940
  797  16586                      0.00 16586  53.04694860 -27.77070330  2.18570  3.0000 10.100 10.100
  798  16589                      0.00 16589  53.22820390 -27.76977410  0.00000  0.0000  9.200  9.200
  799  16596                      0.00 16596  53.20453310 -27.77016880  0.00000  0.0000  9.480  9.480
  800  16601                      0.00 16601  53.11352210 -27.77002810  0.00000  0.0000  9.400  9.400
  801  16604                      0.00 16604  53.07306190 -27.77046020  1.61000  4.0000  9.910  9.910
  802  1661                       0.00 1661  53.21286730 -27.90419110  0.00000  0.0000  9.740  9.740
  803  16611                      0.00 16611  53.05472900 -27.76970580  0.00000  0.0000  9.260  9.260
  804  16627                      0.00 16627  53.11467530 -27.76951630  0.00000  0.0000  9.810  9.810
  805  16629                      0.00 16629  53.15446320 -27.77143490  1.27350  1.0000 10.180 10.180
  806  1664                       0.00 1664  53.09530450 -27.90399110  0.00000  0.0000 10.470 10.470
  807  16641                      0.00 16641  53.22909670 -27.76958280  0.00000  0.0000  9.650  9.650
  808  16643                      0.00 16643  53.21892210 -27.76946240  0.00000  0.0000  9.700  9.700
  809  16645                      0.00 16645  53.15140470 -27.77098870  0.00000  0.0000  9.420  9.420
  810  16651                      0.00 16651  53.18490730 -27.76974280  0.00000  0.0000  9.600  9.600
  811  16654                      0.00 16654  53.10144650 -27.76961520  0.00000  0.0000  9.440  9.440
  812  16671                      0.00 16671  53.19018280 -27.76914000  0.00000  0.0000 10.650 10.650
  813  16680                      0.00 16680  53.14424190 -27.76905850  0.00000  0.0000  9.320  9.320
  814  16689                      0.00 16689  53.07148550 -27.76978670  0.00000  0.0000 10.590 10.590
  815  16695                      0.00 16695  53.06817630 -27.76905990  0.00000  0.0000  9.070  9.070
  816  1670                       0.00 1670  53.09470980 -27.90351680  0.00000  0.0000  9.360  9.360
  817  16702                      0.00 16702  53.22119930 -27.76883580  0.00000  0.0000  9.760  9.760
  818  16703                      0.00 16703  53.11439530 -27.76913660  0.00000  0.0000  9.070  9.070
  819  16710                      0.00 16710  53.05436630 -27.76893140  0.00000  0.0000  9.530  9.530
  820  16724                      0.00 16724  53.06211510 -27.76878620  0.00000  0.0000  9.280  9.280
  821  1673                       0.00 1673  53.09321150 -27.90429310  9.99990  0.0001 10.270 10.270
  822  16732                      0.00 16732  53.15228340 -27.77008510  0.00000  0.0000  9.750  9.750
  823  16756                      0.00 16756  53.23085810 -27.76845510  9.99990  0.0001 10.140 10.140
  824  1676                       0.00 1676  53.12890850 -27.90367620  0.00000  0.0000 10.860 10.860
  825  1677                       0.00 1677  53.19868050 -27.90353250  0.00000  0.0000 10.280 10.280
  826  16777                      0.00 16777  53.09531040 -27.76866680  1.72450  3.0000  9.890  9.890
  827  16800                      0.00 16800  53.04838260 -27.77019820  0.00000  0.0000 10.350 10.350
  828  16801                      0.00 16801  53.04918600 -27.76798400  0.00000  0.0000  9.190  9.190
  829  16818                      0.00 16818  53.19522100 -27.76786450  0.00000  0.0000  9.070  9.070
  830  16825                      0.00 16825  53.18523630 -27.76851190  0.00000  0.0000  9.240  9.240
  831  16827                      0.00 16827  53.16993860 -27.76833370  0.00000  0.0000  9.230  9.230
  832  16832                      0.00 16832  53.18454370 -27.76821550  0.00000  0.0000  9.890  9.890
  833  16841                      0.00 16841  53.19552060 -27.76800320  2.86450  3.0000  9.840  9.840
  834  16844                      0.00 16844  53.04539570 -27.76816240  2.31570  3.0000 10.440 10.440
  835  16850                      0.00 16850  53.09653720 -27.76776740  0.00000  0.0000  8.990  8.990
  836  16856                      0.00 16856  53.22767250 -27.76836840  0.00000  0.0000 10.920 10.920
  837  1686                       0.00 1686  53.09979720 -27.90322990  0.00000  0.0000  9.760  9.760
  838  16864                      0.00 16864  53.05404980 -27.76762720  0.00000  0.0000  9.900  9.900
  839  16867                      0.00 16867  53.07006880 -27.76805920  0.00000  0.0000 10.580 10.580
  840  16877                      0.00 16877  53.01816970 -27.76758980  3.08300  3.2000  9.880  9.880
  841  16880                      0.00 16880  53.22309320 -27.76733030  0.00000  0.0000  9.250  9.250
  842  16899                      0.00 16899  53.04629760 -27.76731860  0.00000  0.0000  8.870  8.870
  843  16905                      0.00 16905  53.06560580 -27.76786610  4.39980  1.0000 10.130 10.130
  844  16907                      0.00 16907  53.07339940 -27.76750650  2.42370  3.0001  9.590  9.590
  845  1691                       0.00 1691  53.13129170 -27.90339420  0.00000  0.0000  9.410  9.410
  846  1692                       0.00 1692  53.12131870 -27.90318730  0.00000  0.0000  9.050  9.050
  847  16934                      0.00 16934  53.16556470 -27.76979080  1.55200  2.0000 10.560 10.560
  848  16940                      0.00 16940  53.08858450 -27.76736750  0.00000  0.0000  9.190  9.190
  849  16943                      0.00 16943  53.22727390 -27.76699780  0.00000  0.0000  9.230  9.230
  850  16953                      0.00 16953  53.14317600 -27.76728520  0.00000  0.0000  9.830  9.830
  851  16958                      0.00 16958  53.13077640 -27.76786200  0.00000  0.0000 10.610 10.610
  852  16970                      0.00 16970  53.11178880 -27.76718050  0.00000  0.0000  9.680  9.680
  853  16975                      0.00 16975  53.22459130 -27.76663910  0.00000  0.0000  8.950  8.950
  854  1698                       0.00 1698  53.21226900 -27.90331190  0.00000  0.0000 10.060 10.060
  855  16985                      0.00 16985  53.09392310 -27.76772240  1.73000  4.0000 10.160 10.160
  856  16986                      0.00 16986  53.22190010 -27.76697480  2.41500  3.0001  7.030  7.030
  857  1699                       0.00 1699  53.10002050 -27.90300100  0.00000  0.0000  9.380  9.380
  858  17010                      0.00 17010  53.11816930 -27.76673040  0.00000  0.0000  9.290  9.290
  859  17012                      0.00 17012  53.01587190 -27.76659500  0.00000  0.0000  9.330  9.330
  860  17027                      0.00 17027  53.15381500 -27.76730860  0.00000  0.0000  9.580  9.580
  861  17033                      0.00 17033  53.01882850 -27.76633300  0.00000  0.0000  9.240  9.240
  862  17043                      0.00 17043  53.01808690 -27.76644120  0.00000  0.0000  9.760  9.760
  863  17059                      0.00 17059  53.08959830 -27.76635700  0.00000  0.0000  8.990  8.990
  864  17073                      0.00 17073  53.03939560 -27.76622740  2.33010  3.0001  9.860  9.860
  865  17089                      0.00 17089  53.03853880 -27.76589570  0.00000  0.0000 10.280 10.280
  866  17103                      0.00 17103  53.12205120 -27.76595470  0.00000  0.0000  9.160  9.160
  867  17113                      0.00 17113  53.11446220 -27.76583330  0.00000  0.0000  8.990  8.990
  868  17118                      0.00 17118  53.07117510 -27.76591970  2.69140  3.0001  9.860  9.860
  869  17132                      0.00 17132  53.03498720 -27.76566210  0.00000  0.0000  9.510  9.510
  870  17147                      0.00 17147  53.11915790 -27.76576180  0.00000  0.0000 10.530 10.530
  871  17151                      0.00 17151  53.03811900 -27.76583060  2.32520  3.0000  9.890  9.890
  872  17154                      0.00 17154  53.06496620 -27.76570670  0.00000  0.0000  9.180  9.180
  873  17156                      0.00 17156  53.04957930 -27.76568280  0.00000  0.0000 10.320 10.320
  874  17157                      0.00 17157  53.05996990 -27.76600820  0.00000  0.0000  9.990  9.990
  875  17158                      0.00 17158  53.09622010 -27.76613700  1.72700  4.0000 10.120 10.120
  876  17172                      0.00 17172  53.14777760 -27.76562010  0.00000  0.0000  9.700  9.700
  877  17175                      0.00 17175  53.21123150 -27.76531470  0.00000  0.0000  9.270  9.270
  878  17182                      0.00 17182  53.09349550 -27.76534300  0.00000  0.0000  8.910  8.910
  879  17187                      0.00 17187  53.08971690 -27.76586880  0.00000  0.0000  9.130  9.130
  880  17190                      0.00 17190  53.20493590 -27.76508370  0.00000  0.0000  9.440  9.440
  881  17196                      0.00 17196  53.06642510 -27.76543960  0.00000  0.0000  9.290  9.290
  882  17204                      0.00 17204  53.21612500 -27.76499140  0.00000  0.0000  9.010  9.010
  883  17205                      0.00 17205  53.14101690 -27.76672680  1.90300  4.0000 11.130 11.130
  884  17227                      0.00 17227  53.16387390 -27.76531820  0.00000  0.0000  9.310  9.310
  885  17232                      0.00 17232  53.11389270 -27.76481640  0.00000  0.0000  9.210  9.210
  886  17249                      0.00 17249  53.04328630 -27.76511900  2.56710  4.0001  9.370  9.370
  887  17255                      0.00 17255  53.18806610 -27.76467890  0.00000  0.0000  9.400  9.400
  888  1726                       0.00 1726  53.22350560 -27.90254310  0.00000  0.0000  9.770  9.770
  889  1728                       0.00 1728  53.08700230 -27.90253470  0.00000  0.0000  9.380  9.380
  890  17283                      0.00 17283  53.01362700 -27.76422810  0.00000  0.0000  9.440  9.440
  891  17284                      0.00 17284  53.16491780 -27.76511510  0.00000  0.0000 10.160 10.160
  892  1732                       0.00 1732  53.22425780 -27.90264980  0.00000  0.0000  9.410  9.410
  893  17325                      0.00 17325  53.21788990 -27.76413850  2.34200  3.0001  9.200  9.200
  894  17335                      0.00 17335  53.01434780 -27.76423600  0.00000  0.0000 10.860 10.860
  895  17338                      0.00 17338  53.19011180 -27.76409510  2.86510  4.0001  9.510  9.510
  896  17342                      0.00 17342  53.01529450 -27.76442670  0.00000  0.0000 10.500 10.500
  897  17352                      0.00 17352  53.04491820 -27.76402990  0.00000  0.0000  9.750  9.750
  898  17354                      0.00 17354  53.09750430 -27.76392600  0.00000  0.0000  8.940  8.940
  899  17374                      0.00 17374  53.17216690 -27.76364470  0.00000  0.0000  9.270  9.270
  900  17377                      0.00 17377  53.19685150 -27.76361550  0.00000  0.0000  9.100  9.100
  901  1739                       0.00 1739  53.13325440 -27.90292800  0.00000  0.0000 11.240 11.240
  902  17397                      0.00 17397  53.07334610 -27.76431800  0.00000  0.0000 10.820 10.820
  903  1740                       0.00 1740  53.09238060 -27.90270950  1.94320  2.0001  9.570  9.570
  904  17412                      0.00 17412  53.22124940 -27.76334880  0.00000  0.0000  9.320  9.320
  905  17415                      0.00 17415  53.08915920 -27.76405140  1.89150  3.0001  9.380  9.380
  906  17420                      0.00 17420  53.03432370 -27.76384170  2.03890  2.0001  9.940  9.940
  907  17439                      0.00 17439  53.11861250 -27.76322780  0.00000  0.0000  8.970  8.970
  908  17456                      0.00 17456  53.14741070 -27.76322100  0.00000  0.0000  9.550  9.550
  909  1746                       0.00 1746  53.17610830 -27.90235400  0.00000  0.0000  9.070  9.070
  910  17460                      0.00 17460  53.08551970 -27.76330490  9.99990  0.0001  9.410  9.410
  911  1747                       0.00 1747  53.12174230 -27.90232010  0.00000  0.0000  9.340  9.340
  912  17488                      0.00 17488  53.08406870 -27.76369760  1.61160  3.0001  9.460  9.460
  913  17489                      0.00 17489  53.06518990 -27.76288140  0.00000  0.0000  9.860  9.860
  914  1749                       0.00 1749  53.22619370 -27.90223230  0.00000  0.0000  9.320  9.320
  915  17500                      0.00 17500  53.03508890 -27.76300600  2.16410  2.0001  9.610  9.610
  916  17510                      0.00 17510  53.13970750 -27.76319950  0.00000  0.0000 10.590 10.590
  917  17515                      0.00 17515  53.17617790 -27.76267130  0.00000  0.0000  9.410  9.410
  918  17521                      0.00 17521  53.04063200 -27.76247070  2.18090  3.0000  9.130  9.130
  919  17523                      0.00 17523  53.20094490 -27.76278010  0.00000  0.0000  9.970  9.970
  920  17538                      0.00 17538  53.19327350 -27.76246170  0.00000  0.0000  9.130  9.130
  921  17557                      0.00 17557  53.09353220 -27.76218030  0.00000  0.0000  9.550  9.550
  922  17561                      0.00 17561  53.05279530 -27.76215350  0.00000  0.0000  9.260  9.260
  923  1757                       0.00 1757  53.13671250 -27.90262380  2.57560  3.0001  9.520  9.520
  924  17582                      0.00 17582  53.13055600 -27.76240070  1.20000  2.0000  9.740  9.740
  925  17586                      0.00 17586  53.08397930 -27.76199520  0.00000  0.0000  9.970  9.970
  926  1759                       0.00 1759  53.23276320 -27.90220240  0.00000  0.0000  9.360  9.360
  927  17610                      0.00 17610  53.14690890 -27.76203570  0.00000  0.0000  9.090  9.090
  928  17619                      0.00 17619  53.06339410 -27.76173340  1.91300  2.0001  9.310  9.310
  929  17630                      0.00 17630  53.21697790 -27.76343260  0.00000  0.0000 10.530 10.530
  930  17646                      0.00 17646  53.03126310 -27.76148370  2.31950  3.0001  9.500  9.500
  931  17655                      0.00 17655  53.11915580 -27.76168410  1.61100  4.0000  9.490  9.490
  932  17664                      0.00 17664  53.22504300 -27.76106990  0.00000  0.0000  9.540  9.540
  933  17671                      0.00 17671  53.05122880 -27.76116500  0.00000  0.0000  9.040  9.040
  934  17673                      0.00 17673  53.14109000 -27.76184820  1.62200  4.0000 10.050 10.050
  935  17688                      0.00 17688  53.15216190 -27.76116560  0.00000  0.0000  9.330  9.330
  936  17693                      0.00 17693  53.22246150 -27.76127280  0.00000  0.0000 10.720 10.720
  937  17694                      0.00 17694  53.21375550 -27.76089990  0.00000  0.0000  9.400  9.400
  938  17705                      0.00 17705  53.11140200 -27.76108970  2.00650  3.0000  9.800  9.800
  939  17712                      0.00 17712  53.02534580 -27.76112700  0.00000  0.0000  8.280  8.280
  940  17735                      0.00 17735  53.14675240 -27.76174150  0.00000  0.0000  9.760  9.760
  941  17743                      0.00 17743  53.12830790 -27.76062520  0.00000  0.0000  9.050  9.050
  942  17744                      0.00 17744  53.09401540 -27.76088450  0.00000  0.0000 10.280 10.280
  943  17757                      0.00 17757  53.03117660 -27.76067260  0.00000  0.0000  9.760  9.760
  944  17780                      0.00 17780  53.21052150 -27.76005790  0.00000  0.0000  9.390  9.390
  945  17789                      0.00 17789  53.07118890 -27.75995990  0.00000  0.0000  8.890  8.890
  946  17790                      0.00 17790  53.04609070 -27.76042840  1.44520  2.0000  9.740  9.740
  947  17793                      0.00 17793  53.16768690 -27.75993150  0.00000  0.0000  9.270  9.270
  948  17810                      0.00 17810  53.20622270 -27.76019940  1.86550  2.0001  9.500  9.500
  949  17813                      0.00 17813  53.22429760 -27.75988520  2.14640  3.0001  9.880  9.880
  950  17824                      0.00 17824  53.17226440 -27.76062240  0.00000  0.0000 10.360 10.360
  951  17829                      0.00 17829  53.10747420 -27.75983740  0.00000  0.0000  9.250  9.250
  952  17838                      0.00 17838  53.21009120 -27.75952870  0.00000  0.0000  9.030  9.030
  953  17845                      0.00 17845  53.08853910 -27.76000260  0.00000  0.0000 10.160 10.160
  954  17852                      0.00 17852  53.22737120 -27.75942070  0.00000  0.0000  9.790  9.790
  955  17854                      0.00 17854  53.12078230 -27.75938670  0.00000  0.0000  9.460  9.460
  956  17856                      0.00 17856  53.14891960 -27.75953770  0.00000  0.0000  9.160  9.160
  957  17857                      0.00 17857  53.20621490 -27.75950090  1.60900  4.0000  9.600  9.600
  958  17858                      0.00 17858  53.12870250 -27.75971920  0.00000  0.0000  9.520  9.520
  959  17862                      0.00 17862  53.17371610 -27.75947270  0.00000  0.0000 10.270 10.270
  960  17864                      0.00 17864  53.10039850 -27.75976310  2.75830  3.0000  8.050  8.050
  961  17866                      0.00 17866  53.21805750 -27.75926350  0.00000  0.0000  9.710  9.710
  962  17879                      0.00 17879  53.14118750 -27.75924280  1.75640  3.0000  9.180  9.180
  963  17882                      0.00 17882  53.08916910 -27.76008270  0.00000  0.0000 11.190 11.190
  964  17885                      0.00 17885  53.14041870 -27.75929280  0.00000  0.0000  9.930  9.930
  965  17905                      0.00 17905  53.12038210 -27.75886240  0.00000  0.0000  9.520  9.520
  966  17906                      0.00 17906  53.12730180 -27.75908210  0.00000  0.0000  9.120  9.120
  967  17926                      0.00 17926  53.15673800 -27.75893550  0.00000  0.0000  9.440  9.440
  968  1793                       0.00 1793  53.08822090 -27.90184440  0.00000  0.0000 10.550 10.550
  969  17933                      0.00 17933  53.04532700 -27.75930200  1.91970  2.0001  9.610  9.610
  970  17937                      0.00 17937  53.10276260 -27.75933360  2.31150  4.0000  9.760  9.760
  971  1794                       0.00 1794  53.15562380 -27.90180140  0.00000  0.0000  9.170  9.170
  972  17961                      0.00 17961  53.07257040 -27.75850190  9.99990  0.0001  6.400  6.400
  973  17963                      0.00 17963  53.04729960 -27.75869940  0.00000  0.0000  9.310  9.310
  974  17964                      0.00 17964  53.22405750 -27.75831400  0.00000  0.0000  9.820  9.820
  975  17973                      0.00 17973  53.19147510 -27.75852200  0.00000  0.0000  9.240  9.240
  976  17982                      0.00 17982  53.10896130 -27.75848400  0.00000  0.0000  9.280  9.280
  977  17987                      0.00 17987  53.16526470 -27.75829550  0.00000  0.0000 10.080 10.080
  978  17992                      0.00 17992  53.21332340 -27.75805420  0.00000  0.0000  9.330  9.330
  979  17996                      0.00 17996  53.09507380 -27.75838650  0.00000  0.0000  9.830  9.830
  980  17999                      0.00 17999  53.02175940 -27.75814630  0.00000  0.0000  9.680  9.680
  981  18001                      0.00 18001  53.01897770 -27.75810250  0.00000  0.0000  9.410  9.410
  982  18003                      0.00 18003  53.18130330 -27.75833240  0.00000  0.0000  9.180  9.180
  983  18023                      0.00 18023  53.09051170 -27.75825710  2.07990  3.0000  9.910  9.910
  984  18029                      0.00 18029  53.02738800 -27.75855680  0.00000  0.0000 10.040 10.040
  985  18038                      0.00 18038  53.23215130 -27.75786460  0.00000  0.0000 10.370 10.370
  986  1804                       0.00 1804  53.12707250 -27.90151850  0.00000  0.0000  9.820  9.820
  987  18043                      0.00 18043  53.04621070 -27.75769700  0.00000  0.0000  8.940  8.940
  988  18056                      0.00 18056  53.15323400 -27.75756680  0.00000  0.0000  9.250  9.250
  989  18068                      0.00 18068  53.09495380 -27.75783300  0.00000  0.0000 10.280 10.280
  990  18076                      0.00 18076  53.10523060 -27.75806770  1.61100  2.0000  9.930  9.930
  991  18092                      0.00 18092  53.01383230 -27.75735870  3.47240  4.0000  9.310  9.310
  992  18095                      0.00 18095  53.03737600 -27.75732910  0.00000  0.0000  9.710  9.710
  993  18105                      0.00 18105  53.09515860 -27.75713650  0.00000  0.0000  9.070  9.070
  994  18109                      0.00 18109  53.03710390 -27.75724210  0.00000  0.0000  9.310  9.310
  995  1811                       0.00 1811  53.20142120 -27.90155340  0.00000  0.0000  9.910  9.910
  996  18134                      0.00 18134  53.14034080 -27.75717930  0.00000  0.0000  9.320  9.320
  997  18144                      0.00 18144  53.13512060 -27.75695100  0.00000  0.0000  9.020  9.020
  998  18158                      0.00 18158  53.12264550 -27.75683800  0.00000  0.0000  9.290  9.290
  999  18172                      0.00 18172  53.17350890 -27.75711280  3.10000  3.0000  9.520  9.520
 1000  18176                      0.00 18176  53.21891710 -27.75693450  1.62220  1.0000  7.330  7.330
 1001  18182                      0.00 18182  53.01392450 -27.75681650  2.31700  4.0000  9.780  9.780
 1002  182                        0.00 182  53.08982890 -27.94242160  0.00000  0.0000  9.260  9.260
 1003  18213                      0.00 18213  53.13812610 -27.75632940  1.91820  3.0000  9.750  9.750
 1004  18219                      0.00 18219  53.14494440 -27.75630250  9.99990  0.0001  9.220  9.220
 1005  18222                      0.00 18222  53.23031470 -27.75595550  0.00000  0.0000  9.060  9.060
 1006  18232                      0.00 18232  53.20813180 -27.75597160  0.00000  0.0000  9.530  9.530
 1007  18262                      0.00 18262  53.15124380 -27.75593400  0.00000  0.0000  9.770  9.770
 1008  1829                       0.00 1829  53.14832170 -27.90119990  3.24380  4.0001  9.630  9.630
 1009  18294                      0.00 18294  53.07735630 -27.75556820  0.00000  0.0000  9.590  9.590
 1010  18296                      0.00 18296  53.06921100 -27.75555320  0.00000  0.0000  9.530  9.530
 1011  18299                      0.00 18299  53.13200460 -27.75559460  0.00000  0.0000  9.260  9.260
 1012  18312                      0.00 18312  53.13587150 -27.75565390  0.00000  0.0000  9.980  9.980
 1013  18315                      0.00 18315  53.14100720 -27.75570810  1.89400  2.0000 10.280 10.280
 1014  18316                      0.00 18316  53.10285500 -27.75551350  0.00000  0.0000 10.070 10.070
 1015  18320                      0.00 18320  53.01351500 -27.75523310  3.21710  4.0000  9.740  9.740
 1016  18324                      0.00 18324  53.11923000 -27.75527670  0.00000  0.0000  9.280  9.280
 1017  18325                      0.00 18325  53.10218660 -27.75523220  0.00000  0.0000  9.700  9.700
 1018  18331                      0.00 18331  53.07321100 -27.75511270  0.00000  0.0000  8.990  8.990
 1019  18334                      0.00 18334  53.15031370 -27.75549310  0.00000  0.0000  9.950  9.950
 1020  18340                      0.00 18340  53.11896040 -27.75536740  1.75520  3.0000  9.840  9.840
 1021  18341                      0.00 18341  53.21714930 -27.75516690  0.00000  0.0000 10.210 10.210
 1022  18352                      0.00 18352  53.11796790 -27.75521780  0.00000  0.0000  9.480  9.480
 1023  18353                      0.00 18353  53.09941250 -27.75502510  2.16830  2.0001  9.290  9.290
 1024  18354                      0.00 18354  53.08253130 -27.75526210  0.00000  0.0000  9.850  9.850
 1025  18357                      0.00 18357  53.12132900 -27.75587170  2.22600  4.0000 10.500 10.500
 1026  18360                      0.00 18360  53.22930220 -27.75519870  0.00000  0.0000  9.680  9.680
 1027  18366                      0.00 18366  53.22789460 -27.75480330  0.00000  0.0000  9.580  9.580
 1028  18393                      0.00 18393  53.10280090 -27.75604700  1.61400  3.0000 10.000 10.000
 1029  18396                      0.00 18396  53.11045920 -27.75464830  0.00000  0.0000 10.070 10.070
 1030  18401                      0.00 18401  53.17884110 -27.75469800  0.00000  0.0000  9.250  9.250
 1031  18402                      0.00 18402  53.14100780 -27.75504840  0.00000  0.0000 10.650 10.650
 1032  18406                      0.00 18406  53.20216410 -27.75491940  0.00000  0.0000 10.320 10.320
 1033  1841                       0.00 1841  53.18550810 -27.90119120  0.00000  0.0000 10.340 10.340
 1034  18423                      0.00 18423  53.07573390 -27.75443880  0.00000  0.0000 10.350 10.350
 1035  18426                      0.00 18426  53.08287280 -27.75496740  1.86450  2.0001  9.610  9.610
 1036  18434                      0.00 18434  53.20238480 -27.75437040  0.00000  0.0000  9.420  9.420
 1037  18435                      0.00 18435  53.09463220 -27.75461780  9.99990  0.0001  9.670  9.670
 1038  1845                       0.00 1845  53.13301950 -27.90086360  2.48870  4.0000  9.200  9.200
 1039  18458                      0.00 18458  53.21709770 -27.75395470  0.00000  0.0000  9.210  9.210
