#ID RA DEC Imag Zmag Jmag Hmag z
3594 53.1616492 -27.8784807 24.8431157369 24.8970046302 24.8408380664 24.5762456917 3.3565
3605 53.1173511 -27.8784014 26.1694093347 26.1239213746 25.1695208411 24.9667880045 1.889
3608 53.2381856 -27.8788355 23.0013457137 22.9676555864 22.7173999068 22.5749107854 2.446
3610 53.0921036 -27.8791609 23.796330767 23.6993900844 22.4771096938 22.0742619058 1.528
3614 53.0896007 -27.8783296 25.5134757444 25.632383662 24.7142482613 24.7552364126 1.67
3625 53.2386023 -27.8783321 24.8692856966 25.2638330423 24.3859556457 23.7449371779 2.974
3627 53.0855604 -27.87827 25.0957168159 25.2313423252 24.9519791324 24.7924570583 2.611
3640 53.1176436 -27.8778864 25.9193830725 26.0106353941 25.150658609 24.8819121513 1.688
3643 53.0760044 -27.8781615 24.2022660383 24.208727968 24.0327927327 23.5198756932 2.793
3644 53.1240263 -27.8785606 23.3992831178 23.4230995565 23.0721001097 22.6907679326 2.5225
3649 53.2083789 -27.8780291 26.1008294819 25.9229106312 25.4628680399 24.523879445 2.928
3656 53.0653613 -27.8785831 24.0426508263 23.8660006685 22.9292051517 22.7542402991 2.1595
3666 53.2665176 -27.8778831 24.2080889819 24.1152522149 23.0907974378 22.8588813883 1.786
3669 53.2517258 -27.8777795 26.0371488882 25.7043338478 23.566480096 23.1431664302 1.672
3680 53.0904293 -27.8775189 25.4133805761 25.594994767 24.8674102844 24.2915925385 2.511
3690 53.1957994 -27.8775407 25.0954359795 25.0720885538 24.3852203747 23.9042077707 2.302
3696 53.1615825 -27.8772911 25.7113933505 25.7724687921 25.3216348242 24.963625512 1.926
3706 53.1248719 -27.8772619 25.3916924243 25.3739849323 25.2000437619 24.7611431116 2.645
3716 53.0916126 -27.877597 24.8902778554 24.8728946364 24.4786914783 23.9951522736 2.5586
3724 53.1881555 -27.8770382 25.5285126376 25.5904471039 24.8364641918 24.4766933337 1.963
3727 53.0923084 -27.877042 26.8970517478 26.5401241618 24.9420115696 24.3483931076 1.943
3729 53.1682106 -27.8768509 26.8723718547 26.9352542066 25.6259618377 24.5817061353 2.487
3731 53.0567616 -27.8771461 24.3275257989 24.2866966649 23.8072608233 23.7453702335 1.541
3736 53.2635489 -27.8767195 26.0276762839 25.8207463548 25.6647441886 24.8597200955 1.942
3737 53.1667392 -27.877051 24.8320105177 24.7690408286 24.0297613923 24.0543062664 2.0326
3741 53.1495484 -27.8768667 28.271798953 29.8083139691 26.5846675816 24.8418845293 2.632
3745 53.2488322 -27.8769571 25.6210709225 25.4642704448 24.6110319403 24.6777830165 1.616
3746 53.2441442 -27.8768014 25.0192817972 24.7888148984 24.0411796246 24.3724305703 1.604
3750 53.2588567 -27.8766511 25.5870783403 25.6423718288 25.071123895 24.6893906191 1.977
3768 53.2158493 -27.8768501 24.8110167202 24.7886524327 24.8083290076 24.620043505 3.468
3776 53.0539257 -27.8768993 24.0012684171 23.9264321915 23.1847293354 22.7880851549 2.562
3777 53.2249551 -27.876626 25.876762173 26.0376931285 24.6842854181 23.8334421564 2.558
3782 53.2103829 -27.876561 25.0141860316 25.105167059 24.8380549955 24.2454130286 2.761
3789 53.1703675 -27.8766104 25.0019096957 24.9597285276 24.9232547849 24.5069408914 3.032
3790 53.0840807 -27.8773207 23.7035407995 23.6205251625 22.668580908 22.3738340238 1.5501
3791 53.1475075 -27.8767113 25.675475973 25.5363990271 25.0532075824 24.6586525469 2.033
3792 53.2487897 -27.8763019 25.8368689847 25.5192735107 24.7273589706 24.6007521971 1.569
3796 53.1872488 -27.8764877 24.4366380353 24.421194423 23.733551637 23.8154156777 2.0632
3801 53.0581227 -27.8763962 25.3821475887 25.5141045432 24.9087216806 24.6755672457 2.073
3804 53.2351255 -27.8762003 25.4162462536 25.2086527254 24.4051181796 24.4395751712 1.667
3806 53.1461054 -27.876282 24.7901376829 24.9061157796 24.7155223163 24.3472827876 3.4805
3808 53.086316 -27.8764742 25.0195375189 24.914294928 24.3936249422 24.4230085396 1.557
3819 53.2269401 -27.8766139 24.2598839765 24.2907052625 24.0449947576 23.562009301 2.5896
3821 53.1664095 -27.8762515 27.4522767158 27.7941298758 25.1690455316 24.1024146564 2.284
3831 53.0740513 -27.8761779 25.9179334633 25.8539435388 25.1310618925 24.8357981883 1.904
3834 53.2299905 -27.8758541 25.1509541007 25.1133152362 24.3933375823 24.4954866323 1.698
3844 53.2235915 -27.8758115 25.4242169186 25.5091607908 25.4054236183 24.7718607074 2.826
3852 53.1988998 -27.8762926 23.8994681196 23.8741334828 22.8520898752 22.7010293365 1.681
3862 53.084013 -27.876595 24.7583461088 24.7690021516 24.2415813072 23.5317755768 2.87
3866 53.0602949 -27.8760499 25.6989524781 25.4869354212 23.8105054204 23.2467773884 1.875
3877 53.1667636 -27.8760888 25.1865873868 25.0135197035 23.6734467924 22.9863315179 2.253
3886 53.2170464 -27.87614 25.2511682349 25.1054965603 23.3194416395 22.7802723504 1.581
3891 53.0658013 -27.8755693 24.7870241958 24.6838897485 23.5628844777 23.3548565984 1.501
3895 53.202787 -27.8754442 24.7314633536 24.7300888369 24.045089067 23.9697800023 1.569
3897 53.0554349 -27.8753464 25.7797417753 25.7293977788 25.1335784599 24.6382427404 3.096
3906 53.217373 -27.8750779 24.8226647818 24.8956157357 24.9919946361 24.8340387168 3.423
3926 53.1302349 -27.8752374 24.4580727552 24.4532691659 23.9214075812 24.0892604243 1.7212
3927 53.2468662 -27.8752482 24.2268473426 23.8711796154 23.6296618701 23.337625485 2.0895
3937 53.1963297 -27.8750919 24.392417858 24.3830531208 23.9877876943 23.7813260635 2.227
3943 53.1052461 -27.8751422 26.9976138255 26.6074644458 24.8088279022 23.7341199512 2.629
3946 53.1890972 -27.8755557 24.2023764827 24.1668470617 22.9392195316 22.56486172 1.999
3949 53.0556336 -27.8748804 26.5650866101 26.4460831425 25.725739087 24.8126511686 2.371
3955 53.1405235 -27.8747116 26.0777746061 26.130262999 25.1126681597 24.9022254499 1.718
3964 53.1661452 -27.874666 24.3788243589 24.4289267654 23.9979588545 23.7051365773 2.284
3966 53.2274844 -27.8747136 25.3553952756 25.4316678351 25.2705799504 24.6670175409 2.513
3968 53.1656471 -27.8745282 25.4060363007 25.3936716622 24.743896408 24.8314086847 1.542
3971 53.0775917 -27.8748482 23.9784027676 23.9693088769 23.6535637249 23.2631646777 2.3471
3977 53.0812305 -27.8745987 25.1516244091 25.2352311132 25.0018497847 24.7482583544 3.484
3989 53.0949405 -27.8745472 25.5742040489 25.8350735998 25.1180289441 24.5809476208 2.422
3990 53.0665535 -27.8744775 26.6003143341 26.3477197766 24.7394037131 24.1787060403 1.894
3996 53.1352861 -27.8749954 24.0438054261 23.9641721967 23.4005298072 23.2866749292 1.8831
4006 53.1351792 -27.8747154 25.1664524712 25.2894662953 23.9251746907 23.4727183274 1.8831
4022 53.229426 -27.87422 24.6596465679 24.6791239987 24.4829142627 24.1583262775 3.414
4033 53.1911992 -27.8739865 25.5986996033 25.6686897525 25.3678116922 24.9154063797 2.283
4043 53.1465405 -27.8742365 24.8958113237 24.9212421642 23.6894711702 23.3705772634 2.5801
4047 53.1429129 -27.8742269 25.6129522639 26.2126573469 25.0343313978 24.7374765691 2.889
4049 53.1824463 -27.8753162 24.1182893043 23.9114056422 22.3640754011 21.8553117989 1.624
4053 53.1051792 -27.8740455 24.4387331404 24.5123853556 23.8717930197 23.6286720029 1.7963
4057 53.2146355 -27.8740712 25.4618563173 25.3800322031 24.49647918 24.4126842436 1.688
4058 53.1133847 -27.8738632 25.7781791723 25.6099535057 24.6720176847 24.3218473005 1.858
4059 53.0765953 -27.8738338 25.3037034595 25.4458497758 25.147547089 24.8152764596 3.157
4061 53.1339882 -27.8742957 23.8306069883 23.7520953022 23.1707067481 22.9522803434 1.5656
4064 53.0671892 -27.873866 26.0870209013 25.866438053 25.5789745338 24.9116453086 2.852
4071 53.1196815 -27.8737411 24.7066032162 24.7124799422 24.4162050189 24.3716172238 1.736
4079 53.0545676 -27.8737097 28.0583504414 27.5120340534 25.7545505907 24.5183541559 2.47
4094 53.1192815 -27.8737401 26.8892424276 26.6229202525 24.1459986999 23.5667516458 1.839
4095 53.1401865 -27.8735793 25.5624841983 25.6000447602 25.0128931225 24.7973414529 1.856
4097 53.1551943 -27.8738379 24.3400810403 24.3235042724 24.0924199946 23.8007014846 2.597
4106 53.0649964 -27.8735837 25.6335353811 25.6869058533 24.8628491987 24.7099976768 1.512
4113 53.2252029 -27.8738108 26.7648607028 26.4484726034 24.2424337828 22.8750615804 2.681
4117 53.222388 -27.8735712 24.3178929803 24.129472621 23.3232009191 23.037595528 1.551
4121 53.202832 -27.8735 24.6423952259 24.6537416965 24.5234513468 24.0701215399 3.003
4122 53.1432269 -27.8734894 25.8035049143 25.8234881787 25.3727365135 24.5879979932 2.77
4130 53.1151239 -27.8731402 25.661923678 25.6485058562 25.3660549354 24.8137992673 2.563
4136 53.1320627 -27.8733342 25.1383268147 25.122522152 24.9505667236 24.3364087391 3.104
4140 53.2107931 -27.8739479 23.8993379028 23.7869371158 22.97385144 22.7443195399 1.519
4150 53.0555791 -27.8740081 25.15400649 24.9083450998 23.2064698112 21.9282536565 2.56
4161 53.2079424 -27.8743839 23.8264593823 23.705000482 21.97852313 21.5074275997 1.609
4168 53.135467 -27.8731291 25.1260293972 25.2090949406 24.7191225785 24.4965750991 1.984
4177 53.0871556 -27.8729395 25.3070193041 25.276099602 24.5599953198 24.7192611112 1.663
4179 53.1416186 -27.8730462 25.8882217347 25.8184561873 24.9518503955 24.5323954008 2.826
4180 53.0862906 -27.8730019 25.5402924859 25.5367176383 25.0255429504 24.7925262221 1.824
4181 53.120679 -27.8729756 24.6247594996 24.6172821441 23.7707298402 23.5496337393 1.817
4204 53.1863168 -27.8728871 23.8197833854 23.7886016048 23.2100065266 22.8724625596 2.0531
4219 53.0784552 -27.8731791 24.4868962508 24.4804245771 24.0154003084 23.5247675449 3.049
4224 53.0665785 -27.8725014 25.5109689723 25.5740721161 25.3182139784 24.7423975628 2.809
4229 53.0899172 -27.8726025 25.0042307927 25.103978391 25.1156146456 24.8723840359 3.2
4230 53.187303 -27.8725409 24.8398235731 24.8171346247 24.1913219694 23.7717906098 2.524
4231 53.1728182 -27.8724221 25.4310182824 25.5261748405 25.3554243149 24.7418363235 2.857
4235 53.2510609 -27.8721696 25.5105573224 25.4209290865 24.6544418881 24.7921977332 1.711
4237 53.2411126 -27.8724225 24.9558138979 24.715996444 24.4883960696 24.2884560782 3.471
4243 53.142377 -27.8722184 25.5453062585 25.6530855693 25.5715734958 24.9762667627 3.116
4244 53.069854 -27.8729159 24.349238499 24.3305852435 23.9079013543 23.5555864499 1.9349
4246 53.1202001 -27.8722488 25.1383064348 25.0718616861 24.4259230851 23.9573814791 1.982
4247 53.1718476 -27.8724109 25.0557072042 25.0648680689 25.2118610565 24.9733216467 3.2246
4252 53.1776342 -27.8721216 25.2818645352 25.2319864044 24.9898506025 24.7696429172 2.559
4260 53.2496144 -27.8719026 25.4761208595 25.4868839124 24.9932331644 24.5668984697 1.946
4264 53.1638652 -27.8722557 25.4803527766 25.8163167048 25.6138519298 24.9580441686 2.66
4269 53.1813622 -27.8719774 25.7794290747 25.8448223713 24.762793052 24.3765233069 1.87
4270 53.2050995 -27.8720975 24.9137506764 24.8829479697 23.8859656686 23.671500957 1.662
4274 53.1459003 -27.8720672 26.2760731408 26.5048391885 25.1250793777 23.8590464787 2.499
4275 53.1795774 -27.8723481 24.0911827709 24.0990876506 23.2102423343 22.8187232102 1.719
4280 53.2066542 -27.8719203 25.0167521827 25.0294350263 24.296352603 24.3480797413 1.619
4291 53.2427327 -27.8719853 25.0728589797 25.0002872769 24.8631338707 24.3297381169 2.3286
4301 53.1398138 -27.8715131 25.8866303962 25.7856016101 25.1762569102 24.923720195 2.012
4312 53.1786426 -27.8721193 24.6279177451 24.5246685908 23.7565480236 23.2133586513 2.0938
4326 53.1640725 -27.8717403 24.826292513 24.6554777818 24.2432467126 23.571683289 2.467
4328 53.226596 -27.8713984 25.3459655073 25.3243970214 25.0257634045 24.6946305373 2.612
4331 53.071936 -27.8721088 24.0927090992 24.0109982742 23.0434054982 22.4553488776 2.53
4337 53.1161464 -27.8719167 26.7346362363 25.7407914986 23.2425026205 22.5462640662 1.919
4339 53.2541882 -27.8712962 25.528658613 25.2975227551 24.3307143875 24.1120044794 1.689
4347 53.1772796 -27.8711573 25.3171201385 25.360201468 25.1219297889 24.6877452799 2.632
4373 53.1670647 -27.8714027 25.5146040016 25.6956558207 24.4890683024 24.0584718832 1.661
4374 53.1591008 -27.8714202 25.5288678787 25.5925043557 24.555162695 24.3350723045 1.508
4378 53.2054747 -27.8710628 26.2283389113 25.853825357 24.4205892213 24.0313752567 1.645
4388 53.1896394 -27.8711089 24.4802411377 24.5315714837 24.2844170851 23.9561139348 1.758
4411 53.1521116 -27.8710147 24.9058826792 24.8635715676 24.4387063916 24.1014757402 1.7621
4412 53.1020416 -27.8707038 25.3617943617 25.3635442326 25.3120500029 24.9289089317 3.342
4418 53.1204864 -27.8707423 25.0846851115 25.028314126 24.4548263736 24.1175421694 1.9343
4437 53.086636 -27.8704375 24.8012588749 24.8425025452 24.6168071911 24.3287079339 2.604
4438 53.2151604 -27.8702368 28.3712975794 27.3380524195 25.8478477251 24.8414322302 2.857
4440 53.1324852 -27.8705009 25.4797571744 25.6692268825 25.533907284 24.8923638202 2.768
4451 53.1873858 -27.8703901 24.6021919831 24.6039077161 23.9136704331 24.1275589874 1.601
4453 53.1083498 -27.870189 25.351742523 25.3945830666 24.6031293875 24.909392703 1.667
4456 53.1453392 -27.8703011 25.3619070369 25.2150096342 24.4123256575 24.5316569555 1.665
4463 53.1471494 -27.8699002 25.4569985517 25.4510654777 24.7658232651 24.9654402125 1.561
4464 53.1495526 -27.870383 24.7838117855 24.6815923516 24.3050919145 23.8675380614 2.6161
4469 53.1098411 -27.8701314 25.6775502771 25.8153594303 24.9421164638 24.2158253159 2.687
4470 53.05382 -27.8700521 25.5767799488 25.1421855022 24.858651058 24.2303579425 2.8271
4471 53.0542015 -27.8702097 25.7715980818 25.5711938845 25.1642377482 24.7002520338 2.324
4484 53.2340316 -27.8698072 25.6042102401 25.6449090203 24.9592416666 24.2705734093 2.951
4491 53.2259283 -27.8703224 25.7929261568 25.7264861881 24.2991528272 23.4698214686 2.267
4495 53.1578726 -27.8696704 25.1761021538 25.2609580984 25.0898571918 24.8386785672 3.073
4507 53.1471641 -27.8695001 25.1459690112 25.1676173607 24.5748095619 24.6290539913 1.604
4526 53.1573424 -27.8700866 24.0980890578 23.912239836 21.9382072026 21.4432909576 1.61
4530 53.1437592 -27.8695183 25.1735378169 25.2481273872 25.0902698148 24.7756335959 2.4832
4542 53.1090745 -27.8697555 24.1223724492 24.0937092428 23.8828619118 23.778681861 3.0567
4543 53.0743054 -27.8695826 24.6363564003 24.5878568226 23.7510441269 23.4378670083 1.85
4553 53.0736185 -27.8692508 25.3486254662 25.3055918931 25.1012996087 24.5119693954 2.815
4554 53.1110566 -27.869139 25.0314555677 24.9487995135 24.2054102022 23.9738375851 1.629
4557 53.2063705 -27.8689323 25.7167558768 25.757430386 24.8466931162 24.7073885985 1.876
4560 53.1073632 -27.8692833 24.4324386391 24.3995911251 24.2495024748 23.9738375851 3.4051
4572 53.1466057 -27.8691289 25.2975306213 25.340112711 24.5748439259 24.6564427481 1.608
4574 53.1327229 -27.8688891 25.0038796107 25.0922180826 25.1867116814 24.7220308538 2.0827
4579 53.2279228 -27.8687367 25.5847187235 25.5806425315 25.294596553 24.7770938251 2.711
4595 53.1973617 -27.8687995 25.2327086717 25.2024156901 24.6139681149 24.1951695672 1.898
4601 53.2281325 -27.8683962 26.1260030168 26.0837948014 25.6314524666 24.8309709647 2.789
4609 53.114754 -27.868559 25.3993891719 25.2956993353 25.2800710724 24.8452996477 3.379
4613 53.1497078 -27.8684833 25.7523239912 26.3089368198 25.5639862662 24.9960481202 2.385
4634 53.0536557 -27.8691884 26.1076011184 24.6334380745 23.5179419077 22.9213433786 2.027
4646 53.0925846 -27.8687048 24.8315392669 24.8040739157 23.7253027395 23.3427668159 1.9938
4654 53.1321065 -27.8682561 25.0423641609 25.0609230267 24.8512727403 24.3798525574 3.1047
4665 53.227307 -27.8679026 25.4785901835 25.5544316679 25.1284434304 24.7261848183 1.979
4667 53.1401513 -27.8684052 25.3624538864 25.3839178228 23.7818517824 23.2994508538 1.674
4670 53.1580251 -27.8685092 25.6820974776 25.3049422497 23.2828860443 22.8402477037 1.547
4672 53.1108174 -27.8683253 24.336931434 24.3961323025 24.3407423655 23.9645431534 2.71
4684 53.1809707 -27.8681569 24.7711677667 24.7449503787 24.0316951306 24.0263493279 1.524
4686 53.1569112 -27.8680321 26.6862082468 26.4298663195 24.2095882361 23.8100256077 1.698
4689 53.1224958 -27.8683679 24.1321087144 24.192573609 23.4229246245 23.4087098028 1.7649
4695 53.204386 -27.868389 24.5836730123 24.4399982169 23.4364633689 23.2714946172 1.8109
4697 53.0852439 -27.8680497 25.3671950361 25.3713884844 24.6584407524 24.3861425144 1.847
4717 53.0617586 -27.867944 24.0501852468 24.0598723678 24.070798613 23.8592974386 3.473
4725 53.2337497 -27.8679723 26.2363401569 26.5389253433 24.1355979708 23.5403950413 1.821
4739 53.1009693 -27.8673325 25.4400219958 25.5368990433 24.9313287489 24.8120901497 1.513
4754 53.1350197 -27.8674812 25.2666429834 25.1184657561 24.3040580631 24.1298764158 1.623
4770 53.0861777 -27.8669722 25.3804057065 25.5271803025 25.0217105372 24.7614647373 2.013
4773 53.1278608 -27.8674939 23.7147150431 23.6911449145 23.4356631145 23.2042823617 3.0255
4780 53.0867582 -27.8668622 26.1941048898 26.4430695195 25.2056489834 24.9543018761 1.867
4784 53.2124513 -27.8671922 24.3410503612 24.4666915264 23.6495304318 23.479950226 1.645
4797 53.1577417 -27.8670323 26.5190797281 26.6520991133 24.1140521839 23.6174993898 1.66
4806 53.2425872 -27.8663909 25.3835771689 25.3492357871 24.8310605422 24.6685369834 2.225
4808 53.0813358 -27.8666114 25.8591233272 25.8674879981 25.3415125414 24.9109398341 3.184
4815 53.1816569 -27.8666351 25.3629007542 25.2491613734 24.2275444445 24.0287560832 1.596
4820 53.0574308 -27.8674372 23.5817762593 23.5370400728 22.6514112405 22.4764803604 1.518
4821 53.0825515 -27.8667455 26.8701614302 26.3407476741 25.3499331275 24.5810980614 3.075
4830 53.2148848 -27.8663016 25.3633060176 25.1280530557 24.8650705656 24.5784906655 2.834
4834 53.1789777 -27.866881 25.7299775205 25.4637294336 23.5267366326 23.0136101136 1.604
4837 53.0684024 -27.8664734 25.8414483668 25.5648764304 24.4690178484 24.0581201602 1.905
4839 53.0952683 -27.8667145 25.5307238343 25.5969518326 25.2386867128 24.9530439417 3.346
4849 53.078031 -27.8662302 25.5350178265 25.6272399703 24.5477694854 24.6757934999 1.661
4854 53.0827048 -27.8665671 27.1801659037 26.2224870679 25.2945102614 24.2667692108 2.894
4864 53.2024666 -27.866074 25.4196343413 25.3869159237 24.7722243146 24.195280717 2.597
4866 53.1232811 -27.8663047 25.5874995067 25.4166017039 24.7835373678 24.127164084 2.979
4872 53.2152153 -27.8667838 23.965614109 23.8673589379 22.6731449198 22.3329049198 2.1598
4875 53.0548106 -27.8662456 24.8645926672 25.0206128175 24.349052949 23.956893963 2.2533
4876 53.0682135 -27.867 23.3326757772 23.2658979012 22.5793187741 22.3811640787 1.9725
4878 53.135472 -27.8662145 26.0155847532 26.0365427701 24.8624249651 24.391302584 2.357
4900 53.1451038 -27.8658642 25.0584871201 25.0109944004 24.9804732924 24.7524736113 2.6796
4921 53.0968425 -27.8660723 24.2969126963 24.2770090659 23.9943715191 23.6695849463 3.47
4932 53.1381316 -27.8654938 24.4395787405 24.486107998 24.1745848289 23.673922776 1.915
4947 53.1509807 -27.8653335 25.7560615308 25.6502461583 24.9602011934 24.5198750371 2.803
4954 53.2215088 -27.8649219 25.8160820628 25.9132424902 25.2673351306 24.9866055478 1.889
4956 53.250876 -27.8659644 24.5897078192 24.3127439484 23.0221187444 22.6371895217 1.683
4974 53.203428 -27.8647643 26.4061376101 26.6464250373 25.6040120178 24.9742878627 2.619
4978 53.2288001 -27.8648356 25.9211419266 26.0803274939 25.4502050151 24.9059676865 1.9306
4985 53.1419328 -27.8649792 26.3886806947 27.0484183556 25.3611352374 24.4336307247 2.489
4986 53.06592 -27.8649887 25.1306064938 25.0606320735 24.2550504091 24.4628885744 1.769
4992 53.2294921 -27.8648018 25.0950442362 24.9763545375 24.1929461118 23.8028736025 2.068
4998 53.1741829 -27.8647196 25.3930229678 25.4045594984 25.2595481622 24.6752811682 2.95
5001 53.0972362 -27.8657923 23.2585423497 23.2348913852 22.9053410847 22.6519098454 3.47
5006 53.1425155 -27.8651631 25.0804195479 25.1037743739 24.5564915612 23.9127417587 2.604
5014 53.133153 -27.8646721 25.3761139269 25.4192207007 25.272446183 24.7329471698 2.847
5016 53.1488339 -27.8645649 26.0251749145 25.9244229549 25.1362364714 24.8324563453 1.786
5032 53.2294555 -27.8644071 23.9419438209 23.9373683767 23.8091764592 23.5629003965 2.1613
5038 53.1031225 -27.8652276 25.7083687894 25.9127363825 24.0578815559 23.5416197333 1.843
5039 53.2488324 -27.864468 26.4534030671 26.0382454226 23.689149248 23.0638656221 1.902
5047 53.1422635 -27.8651855 24.8804299137 24.9203470096 23.8473680373 23.0614104141 2.508
5054 53.1796799 -27.8649487 24.2806551108 24.2652907747 23.1277783012 22.8475829411 1.523
5064 53.0764567 -27.8641185 27.253552627 27.0753190694 25.6805740301 24.7282642831 3.057
5079 53.1251641 -27.8638473 25.3733478907 25.2569004586 24.8052729592 24.6377114074 1.8443
5087 53.1291264 -27.8643911 24.8100347205 24.8597726552 24.849467207 24.4157143206 3.097
5088 53.1166187 -27.8639806 24.5688024954 24.5377720173 24.0768270099 23.9764334255 3.0201
5089 53.1411294 -27.8638269 25.7888123883 25.9044160479 24.9691339612 24.8643208079 1.634
5092 53.1252284 -27.8636938 25.5188731681 25.3917867962 24.7942938642 24.806821183 1.8443
5094 53.1811369 -27.8635379 25.8365523164 25.7878666923 25.4115442132 24.9189390524 2.377
5102 53.2113076 -27.8636436 25.3174966476 25.2648782849 24.4521690733 24.1550036087 1.96
5112 53.1918914 -27.8634378 25.19429565 25.2411558813 23.9593945136 23.8926635511 1.614
5128 53.1953321 -27.8633367 24.6418188551 24.6523166147 24.5648195075 24.4864489449 2.7269
5130 53.1701726 -27.8632963 25.5836022588 25.6892616294 24.9166186611 24.7811318333 1.949
5132 53.0641382 -27.8634726 24.3736290603 24.403059276 24.2265568933 23.9554430101 2.6607
5148 53.189182 -27.8630914 25.2357585987 25.2156805687 24.7984436627 24.4285521756 1.906
5153 53.1689802 -27.8636201 25.6739951602 25.5541925068 24.1531843043 23.8187049212 1.735
5158 53.1402899 -27.8634506 24.165793902 24.1866803625 23.5849151299 23.3371340231 2.1341
5159 53.0861551 -27.8633544 25.0679930681 25.1069211558 24.0638220482 23.7235109427 1.956
5186 53.2090726 -27.8626684 25.1838529578 25.0746929372 24.1448186324 23.8851192828 1.9582
5190 53.0672492 -27.862935 24.9873058007 24.8402235781 23.9486962819 23.7278477349 1.8683
5197 53.1117644 -27.8627793 24.6715999413 24.7009624478 24.0960373961 23.7837523342 1.987
5228 53.1161398 -27.8623368 26.0179877284 25.9411278959 25.0089452117 24.5705306558 1.87
5245 53.2374601 -27.8618852 25.3033949713 25.2162971731 25.159780235 24.8146535755 2.561
5249 53.0760969 -27.8620802 25.6991061872 26.0398494452 25.4135643834 24.9739111989 2.291
5252 53.1464948 -27.8622471 25.2179626595 25.240860927 24.4795317598 24.6849697972 1.66
5278 53.0608208 -27.8618111 24.7460716406 24.803340155 24.8182191817 24.4421731661 3.0322
5292 53.1440263 -27.8616386 25.1045840869 25.2014864575 24.8111272822 24.5789998745 1.843
5293 53.1007163 -27.8623207 24.5489827342 24.6255852673 24.0150743344 23.8025360936 2.0968
5306 53.177971 -27.8615772 25.1034782882 24.9889503629 24.1792788119 23.5858658799 2.538
5308 53.134604 -27.861525 24.3372497193 24.2943164871 23.8729467352 23.7171710876 2.0104
5323 53.1012369 -27.8611996 25.6400400339 25.7331393344 24.8753792602 24.9275653614 1.618
5339 53.2278533 -27.8612513 25.102952113 25.0187157707 23.8525314061 23.2896908307 2.309
5343 53.1683936 -27.8617925 26.3730102781 25.6166926069 22.8089492905 22.1311469446 1.846
5351 53.1780831 -27.8617475 24.554124967 24.4349804958 23.2633941972 22.5872777939 2.406
5356 53.0913965 -27.8610506 25.620509427 25.6216539137 25.025726659 24.814446867 1.931
5365 53.1192009 -27.8611524 24.6494439021 24.5582261011 23.8559560667 23.3946582329 2.57
5366 53.0701693 -27.8610788 26.365653477 25.9950984142 24.0949636427 23.4237995663 1.877
5373 53.1890794 -27.8608544 25.1661597015 25.1427958447 24.0057842849 23.8024169979 1.609
5377 53.2283619 -27.8607488 28.2944914956 27.0786285949 25.3129631956 24.3288594176 2.503
5384 53.2276016 -27.8605613 25.3752685881 25.3720075275 24.3892287972 24.3065340155 1.717
5385 53.0622396 -27.8607677 25.4018543471 25.428277538 25.0447236121 24.6000154341 2.081
5386 53.1036536 -27.8610617 25.9837175054 25.646480831 23.2731024749 22.7927623732 1.525
5402 53.1966819 -27.8604626 24.7892654987 24.8162581643 24.1870282199 24.0769752422 1.665
5406 53.1730114 -27.8606941 24.5110216779 24.4814479594 23.4972241393 23.4437208531 1.529
5411 53.1013616 -27.8603016 26.1307966739 25.9437137211 25.0987747922 24.7850303517 2.02
5418 53.0832956 -27.8604483 24.5425571171 24.5605797154 23.8862229292 23.5682463853 2.016
5420 53.1771303 -27.8601073 27.5142860161 28.0929482845 25.8073854407 24.3601794252 2.557
5423 53.1039137 -27.8604256 25.2367176444 25.312588255 24.4031075948 24.0425455859 1.718
5436 53.0839494 -27.8604046 25.2417759199 25.2853203553 24.1924925853 23.6853203368 2.415
5437 53.0647119 -27.8598425 25.6968937354 25.8435209349 25.2889042635 24.9920807231 1.901
5452 53.1165791 -27.8606554 25.166358358 25.0430453228 23.6430070479 23.0851441015 2.002
5455 53.1553965 -27.8600734 25.5148201847 25.4562972511 24.4145085993 23.6053061038 2.6
5458 53.1780027 -27.8596012 25.9009068359 25.6725052532 24.5902428206 24.2795410681 1.824
5472 53.2002375 -27.8597286 25.7218833574 25.6734890296 24.9189640298 24.5969702133 2.093
5477 53.2292986 -27.8598934 25.4412739478 25.0144860127 23.6864345936 23.1574380999 1.819
5487 53.1937496 -27.8594829 24.4438632316 24.4407358174 23.8274846434 23.9114286836 1.581
5492 53.1741481 -27.8597942 24.4951991885 24.4452401436 22.9963981772 22.5931984167 1.605
5495 53.0721298 -27.8595358 25.2369854363 25.3081069815 25.2561013476 24.8226114485 2.658
5516 53.0530639 -27.8590683 25.6725108087 25.6721830796 25.2283896386 24.6840193871 3.101
5526 53.0605156 -27.8596105 25.1753779054 24.9174303726 23.9686852686 23.8346887081 1.682
5529 53.1670541 -27.858942 24.9085622363 24.9086144655 24.2462013097 24.7557401475 1.668
5534 53.1033913 -27.8591062 25.2482251038 25.1609587932 24.5519020538 24.2163686097 1.665
5536 53.237326 -27.8592696 24.4076019998 24.3661642807 23.6653605934 23.1596373961 2.3255
5537 53.218524 -27.8590896 24.7520665794 24.706176517 23.8336668387 23.8096558967 1.607
5539 53.1287304 -27.8597106 24.667435726 24.4787802879 24.0489042876 23.4368601738 2.871
5547 53.2085764 -27.8586878 25.5096245079 25.5151709732 24.9866262239 24.4764182069 2.884
5552 53.0677463 -27.8591878 24.1656136213 24.0497477066 23.152861853 22.9570167733 1.5489
