#ID ICD_VJ ICD_VJ_ERR ston_V PR alpha_VJ
10493 0.366398304001 0.00315517157188 20.7775045762 18 3.34438422548
8030 0.694135820192 0.000171170947671 53.606743949 13 2.66523798835
4033 0.0186374322913 0.00776732324456 22.5909840982 7 1.21253472838
19186 0.10724494629 0.00191940444931 39.308326792 19 2.71334248629
9528 0.0846771995242 0.00496440035434 23.7056397468 12 0.997125266259
4854 0.948181866171 0.203707691092 2.12284718705 12 0.275349153684
9174 0.0103313302984 0.000611698572202 40.6826232306 7 2.14409894868
10553 0.00780812944902 0.00038431050769 79.9668692016 8 1.06413079319
2926 0.0917394875625 0.00346951133754 60.6653445269 22 1.63443800701
22743 0.0302212863708 0.00129870582141 50.6084554208 7 1.06823317807
2273 0.08140616415 0.0164220988891 24.5660373321 11 1.01570399403
18341 0.279930475363 0.0566865465442 4.79954428319 12 1.20890755038
10790 0.0345868577963 3.74340497102e-05 118.851882824 9 2.37304139647
23546 0.12693804768 0.00265173842057 23.8791678743 20 2.40179007915
14467 0.0306227233075 0.00421632142732 28.117139965 10 1.07370541044
3200 0.046671306051 0.000438490242439 59.6799434257 9 2.93713252438
19735 0.0151502914609 0.00181543403152 33.2319750537 7 1.44880518241
949 0.247433965502 0.00609376550787 63.7993176394 15 1.46108179436
18393 0.167810408516 0.0010375618465 53.9064953368 22 2.85693787411
16317 0.0766800302389 0.0093460601479 13.0620540534 12 1.39883662267
21616 0.873043920874 0.00351517716256 3.17896220126 21 10.5998162914
24243 0.123194882899 0.000956458386649 51.3955680967 6 2.34115941737
2408 0.131435752791 0.0120358658947 8.26955545454 8 11.5035069215
9685 0.0264254912076 0.00156477926866 16.7875269757 7 2.88961259973
19282 0.00456697487618 0.00687100712479 10.9762573101 9 3.98314040172
4542 0.0481356577757 0.00278343867332 32.194539945 16 1.80747202652
20259 0.0440394227316 0.00466573455093 19.4004825649 12 1.42166122247
4388 0.0404142161066 0.00327412710181 61.3988957567 14 1.00720019988
7371 0.083331748679 0.00071598622703 46.3066646112 14 2.35735858483
5675 0.098602486313 0.00258213066639 40.1924928221 20 2.09556182657
3852 0.042065448332 0.000372845101059 69.0465416849 10 2.94885534762
13080 0.127954058618 0.0113749493038 9.83556173422 8 1.3702930437
24150 0.0364533220731 0.000171472015294 70.8556091299 8 2.42888179191
17460 0.0234283095983 0.00116955480786 31.6200973527 9 2.45464821054
10009 0.0127370931066 0.00618576248582 11.3993470374 13 2.95349621441
20883 0.010566109528 0.00207343668636 21.071106805 8 5.83634686248
10433 0.0175912323765 0.000326893060769 68.2944193729 7 1.24252395654
26341 0.0152739222256 0.00114000047957 36.6015187816 7 1.85764529955
2324 0.0350250871797 0.00170552919629 54.7865096984 8 1.65261538316
182 0.048400921389 0.00215374405734 71.5567895848 9 0.998641381154
7817 0.0268222549613 0.0044891356534 31.5037681205 10 1.27741448544
656 0.238512248636 0.0176068521205 17.8971018873 9 2.94583108175
16756 0.0720540452607 0.00564560800558 22.5677167234 6 1.95114722338
550 0.024071827498 0.0137796993254 41.7565705987 10 1.49716945275
1109 0.0578065597957 0.00382719962537 65.0680611593 7 1.0456680598
1794 0.0160719998765 0.00137758575889 68.6497632687 11 1.87995170262
9281 0.103247876134 0.00159097512828 23.9827050028 13 3.05857136114
19764 0.422418940347 0.00892991837075 10.3364456124 19 2.67110568912
21870 0.0242990313973 0.00201037578241 25.4723917837 8 1.36784144011
12017 0.0856179001727 0.00167127611604 27.3528857383 9 1.57134207741
22076 0.276931900521 0.0129128414287 9.78845628721 10 1.94561345014
11548 0.0459425215114 0.00154424737765 23.7265662443 7 2.33599337928
24250 0.261581976234 0.00621539019205 21.182636743 13 1.49459990967
20548 0.0349909746721 0.00192852559065 23.7336611064 8 2.25322326446
9710 0.580636951931 0.0186471213857 3.16189731473 9 1.849338639
2308 0.254879285546 0.00460846015752 35.5016291634 6 1.02366266901
17999 0.927954095821 0.0056928961536 3.90369589863 12 1.87641758574
10035 0.120317484389 0.000966217601187 47.9848985606 11 1.83781880585
5868 0.109288567668 0.000584670918487 47.8119906223 7 2.01902830656
2298 0.0159132988259 0.000776290915525 38.7089780177 6 2.69525964564
24756 0.497342931962 0.0149420344804 14.9753906352 14 1.68621013136
25394 0.0478136753557 0.000650452162895 40.9721030103 8 2.25088753026
10446 0.0725005448378 0.000320415384468 56.823969826 12 2.25598539393
3325 0.00315717720465 0.00686912862505 40.9201487518 11 1.28745575609
24448 0.0205501509159 0.00797369805478 14.2120813678 7 2.42950624936
22554 0.333748928204 0.00667629111201 10.9959039049 12 8.51740725269
18353 0.0145466080793 0.000414334587155 54.5770835205 7 1.72821225852
23038 0.0859681577268 0.00840234129295 8.95536173505 15 1.34715546099
23486 0.0346725941591 0.000132993469158 92.0505486088 9 2.19355777209
3152 0.0413349351264 0.00154663702805 50.9119676332 8 1.3328911257
20664 0.0322540752361 0.00167964421737 29.1477819856 10 1.48832248124
7971 0.0371384985441 0.00260265059632 25.0521229302 8 1.48036807574
20884 0.0875042644421 0.0007960180871 79.735962166 8 0.866045298935
10671 0.263992960804 0.025512857268 4.70505066865 10 2.26652875093
3741 0.975726335398 0.386588148712 -1.35835947803 5 -0.297755944826
2753 0.0393592815789 0.00130415773968 51.5837413113 14 2.79616334223
23599 0.0103271613724 0.00279117122881 22.3471464065 8 2.06495713733
18294 0.0250178453146 0.00346070795952 20.8359737528 7 1.43615291902
15614 0.0361553244627 0.000128723950005 59.5301722614 6 5.79705699173
21573 0.00849033616087 0.0257477925725 6.10999346814 21 1.78907387894
18320 0.0687132098852 0.000577920782941 103.721598575 6 0.881247478384
274 0.0326377503462 0.000234380660273 94.1210343715 12 3.7717374317
17987 0.0376903831949 0.00298706316251 80.8775544671 12 1.37834310651
2415 0.407899664154 0.00521849615166 21.4544237488 20 1.78206398156
21572 0.0154435558506 0.00180043256468 24.9112652853 10 3.22688576928
11333 0.842823847835 0.0105595713682 1.53851737366 18 1.67338021031
1643 0.046650018096 0.000869583296061 93.3653204786 5 0.867660093867
24494 0.0928712762701 0.000723580650754 51.7821361487 10 1.94409718553
3750 0.145632488449 0.0035596261201 60.2551136538 6 1.24135121853
9095 0.0385326067648 0.00117612037399 40.7063054421 8 1.31508384158
12805 0.105150791653 0.0143781267444 10.8320854257 12 1.26342088622
9711 0.00542571831047 0.00399541067309 22.4780893894 9 1.43700748023
7578 0.00150794878805 9.6028647191e-05 145.454578509 15 1.7458562836
10987 0.016745602256 0.000615839896579 32.8165442352 6 1.96666997251
2941 0.0192202789348 0.000833204270505 64.5716507609 6 1.32029640824
19192 0.0175965031787 0.00119135236928 34.9932020252 10 1.78138932806
23714 0.0256060710084 0.000286544061503 86.4513573087 12 2.09364449862
2881 0.0459461391559 0.0169298316615 12.7157050145 7 1.84517785611
2189 0.0823053432479 0.00383593676777 28.573522466 9 1.47773514147
11820 0.0460353480216 0.000658313901242 12.6250739993 7 21.3375396716
245 0.10129503463 0.00422054285184 16.8297481371 10 5.10894123169
26195 0.368713890787 0.00425734202665 13.1646339569 23 5.3244019879
9097 0.268872624594 0.0197719348524 9.28691787248 19 1.4403554111
34343 0.778976079675 0.0156047935057 9.27151994001 20 1.38183431081
9527 0.434858612701 0.000852333744002 71.752560275 12 4.03803551845
17232 0.0189488079295 0.00307852061704 26.3250726288 12 1.50242545166
17744 0.311249476747 0.00962711557743 6.8095103323 11 3.49697194747
10220 0.0355504434837 0.0026592787512 95.6462401626 7 1.2432896613
17132 0.0433792960343 0.0058067745613 10.4477548045 6 3.75168694264
798 0.0279261246299 0.00321978079292 43.1783609571 7 2.62811843489
5343 0.18089218104 0.0156846379934 4.46333465551 9 44.1586436048
25626 0.000805578702652 0.00681032596946 18.9335951283 14 1.32286653107
26252 0.0124324738348 0.000804213351289 53.1327056925 10 1.67404239031
21804 0.0167903552142 0.00125788842217 38.0413860793 6 1.18137755588
2808 0.0817446034205 0.00853241448023 30.7558541062 7 0.854494241935
14111 0.0717227051544 0.0014951734113 24.4279402288 12 1.81939421407
13486 0.0225810502805 0.00224898205911 21.2124987527 9 3.27322503152
24358 0.408999106948 0.00125068951296 38.4327048044 60 1.30529459086
6880 0.391596931503 0.0194816095009 9.67032923785 9 1.92503634027
10050 0.0674740892958 0.00409720756256 42.9276696058 9 1.02607152714
9651 0.0708838458942 0.000339064031115 74.2949306408 15 2.81726841197
4601 -0.0152156463825 0.0620180437387 7.01580957467 8 1.73462760613
19276 0.0598541128291 0.000554875712019 66.3929072677 12 1.71685813552
18023 0.0405587046888 0.000369632735418 39.6565757651 6 2.13486539842
15944 0.0533769238487 0.00187911834702 40.1456472668 13 1.24923325451
20314 0.013065903513 0.016978679125 9.06510032539 13 1.90255998109
734 0.0289953290236 0.00885711304867 15.6490787641 8 1.61747982574
489 0.0781230281296 0.00160629552829 40.0561330306 10 1.91095890752
17926 0.0303148896472 0.000401115002342 172.522537048 9 1.12394676326
11959 0.00551004581217 0.000200335637346 134.411835348 9 1.69429854118
22270 0.033649052565 0.00954723427445 13.3169746711 7 1.67364142019
9497 0.0249359983205 0.000467822160079 57.1706747706 6 1.01492073126
336 0.0628375774562 0.004346145707 34.2090458152 10 1.32048193894
13573 0.0415521576837 0.00390857203923 42.8070810019 10 1.2081817075
3727 0.83009097602 0.0183767622208 3.79729926674 11 1.98208105306
540 0.0596225187835 0.000370892996298 82.5384665126 9 1.64330025953
281 0.0448782172656 0.00109213667079 45.7166717347 6 1.95210064189
565 0.112554986551 0.0102329795434 14.6163269593 10 2.0700219051
20061 0.00869995068225 0.00244577475546 19.912299923 10 3.00083363228
16345 0.0747633701043 0.00191249018109 20.8375072888 10 3.02382240893
4270 0.176318833116 0.00578873206207 18.6468350058 15 2.8634926838
9358 0.0163844733495 0.000934319542148 44.7263522742 9 1.21623262455
10469 0.077077709046 0.000741188098687 64.2495776742 19 1.89929897067
15721 0.302565991845 0.0236253739489 3.70890814999 16 1.77302013263
1506 0.382233134843 0.00152704746369 22.1564388033 19 20.7292517879
5762 0.0548032605734 0.001690094066 25.3621527524 10 2.56011209059
1967 0.121787297005 0.00583425641312 17.9018931117 14 3.27214748217
26415 0.0784229501279 0.00220881860925 30.2182611619 10 1.59440294875
21641 0.0341738903327 0.00213607434558 33.2668545182 10 1.05893180874
7055 0.0721884177721 0.000608383370501 63.384272644 32 2.09981473289
8371 0.0543494111842 0.00712669328673 8.97100058049 11 3.36577708019
18109 0.0159741409735 0.000389360009843 53.9618823979 7 1.32047858807
2287 0.193933252368 0.00283597146109 25.9170416261 14 3.27433025447
26290 0.0136083695637 0.000506911538746 40.0678912277 7 2.3262291977
13871 0.0240110657866 0.000359528235206 55.2908598951 9 3.90008453623
16702 0.0330988799232 0.00446673364016 24.2814668093 7 1.4567984567
515 0.585017778326 0.0371818997759 1.65030337855 7 10.9007882259
21577 0.097667698713 0.0647927957917 13.5808478525 20 0.838022086667
7881 0.0199321379184 0.0042919216879 19.3570696767 9 2.4724210197
17147 0.0126357002767 0.0310740314769 4.2040357537 6 31.0903277316
23170 0.0349975322747 0.000306683921991 101.869777551 9 1.24536792352
21762 0.0612910443602 0.0460785432171 7.20283457357 10 1.87674400979
2748 0.0431423005546 0.0013616750074 40.3978500762 6 1.51758250534
10612 0.0198879931168 0.000748163579733 29.9212737029 6 2.06221296689
2213 0.0142867362797 0.00217433547738 58.441629805 16 1.37026913816
9886 0.0735410848766 0.00439032207053 17.3112509575 10 1.691086547
21097 0.0694914340934 0.00219512876005 29.0909699285 9 1.09664055292
5757 0.0517720816868 0.00593908095394 26.5963663709 11 1.92959284345
20824 0.00581392867054 0.0048642264184 30.9564693642 8 0.957059157764
17456 0.0124340432067 0.000601181630817 65.1079216117 7 1.46448625358
17033 0.00902150524815 0.00627565023308 9.40482313997 6 3.79498367156
23542 0.0381296040644 0.00637301207161 14.7323186837 13 2.74142310174
2691 0.0149662794286 0.00451183757614 23.3502543864 8 1.23588024597
17043 0.0304062785263 0.0058962177329 8.94005234932 13 5.60841069613
25715 0.147415959486 0.000385065835185 62.4600843111 17 4.33604270886
16604 0.036277658613 0.000109026344097 74.3643016329 8 2.93810245992
14716 0.0871571327175 0.00016622742836 62.9128607079 6 2.04182270722
3330 0.0196400817918 0.00730918428073 39.5441184638 7 0.962862749955
22883 0.896871979065 0.00255877249142 4.89042431098 29 3.01819274656
12693 0.0419649851188 0.00507537689918 19.4884171675 9 1.71736296557
9941 0.129896284756 0.00366891308785 25.1357236001 7 1.62816022257
16139 0.107725465905 0.000553849973538 48.9772811617 26 1.35665650603
15576 0.0058156148687 0.00734685160419 12.4857564783 11 2.04807467814
16355 0.298688173327 0.018536152716 10.5790815071 14 1.4450028959
25697 0.0194676699538 0.00963576089053 18.0306287031 12 1.42690883591
21372 0.0169006323596 0.00169181855481 34.3567525649 8 1.52351985378
3151 0.012640400989 0.0114459092912 22.7989909749 12 1.34006578694
25213 0.050918335797 0.000422186720902 76.2820644666 7 1.09278845397
6620 0.0389527381652 0.00324938897628 25.885298964 12 1.53992858006
18509 0.0245928680739 0.000131192696553 103.571248028 11 1.51974553181
4301 0.0218033100465 0.00326101856704 24.4637012014 8 1.59927661338
4947 0.0562802563967 0.0082391820209 11.4394682128 11 2.5103483406
10272 0.0151798093206 0.0022152481824 32.7419360932 8 1.07044123412
25893 0.0703645419828 0.00434369240747 10.8928141125 8 2.62450066714
1430 0.0421095704478 0.00450470374891 27.9854777468 8 1.57781857752
31 0.078644825427 0.00364539180825 39.9734510799 10 1.40640483735
4412 0.0160257089702 0.00312389786211 28.023427336 7 1.63768460648
1630 -0.0601220259624 0.0444371486177 17.7735783273 19 1.33122738304
25433 0.0397798173511 0.00222406100545 35.2598961847 8 1.56131761267
27771 0.444437752186 0.055710121027 8.07500926279 23 0.841827098729
6439 0.0219878865586 0.00344856642964 26.023386112 12 1.67197429207
1739 0.00692347979578 0.00145924946211 25.2620332817 6 13.0081282139
1031 0.0122317625721 0.000364609516468 288.300985443 8 1.01471890367
4872 0.195858065077 0.00147348629285 35.7166412816 16 3.79749667222
4246 0.0278829877187 0.00105442078358 51.5205400789 6 1.58008192181
25387 0.0336161245471 0.000477804091458 44.2450908889 10 3.01181036452
23477 0.0376643533826 0.00132412360108 34.7341489232 19 2.33052144447
22562 0.0181662919159 0.000542567054009 52.9090801831 8 2.55245170087
16081 0.0479110548647 0.00673114740339 22.8993189188 12 1.16688453429
4064 -0.00172156130347 0.00712253945684 15.8879484447 7 1.60844156955
5565 0.0263796888438 0.00342960948357 23.3161689335 8 1.49924367658
12699 0.0369131477842 0.000357700377284 143.768873696 6 2.02725175412
14932 0.0435366194593 0.00233023793813 42.5021344683 9 1.39719675317
18232 0.069709512141 0.0155802432712 12.8455939595 7 1.42312474594
14611 0.0202636549977 0.000352487670153 46.8178075282 6 1.79639040241
3644 0.0545541815061 0.000992682924381 95.4647591711 20 1.26655610632
4291 0.105397796482 0.00646545300587 45.26483247 7 1.09014613077
12179 0.186304375872 0.0102610560859 9.57674202044 13 4.00544036177
25914 0.313630250463 0.0262012877251 7.81438460896 19 1.47017924593
22097 0.676323294117 0.0111321095988 3.78187400615 12 5.30874968875
21357 0.0378990397766 0.000785149399791 63.2347166648 12 1.37223384448
19652 0.0261461723875 0.00274170980473 23.6432852828 6 1.26630622849
3643 0.0399659172871 0.000159592407812 123.66943476 5 0.96024461371
5278 0.00951393602556 0.00287335370381 30.8479010674 11 1.09848006095
20401 0.032931785703 0.000896756956993 66.6363348189 7 0.783651748762
8281 0.911060784049 0.00297002892252 3.90463945737 19 4.00769891644
22644 0.0755335388434 0.00471158822083 18.099617654 9 1.88420559456
13094 0.0117334877449 0.00234105767287 21.4920685973 7 1.9902679567
3397 0.0176370643349 0.000466315739703 64.6589254999 8 1.85366093698
11767 0.0336536380785 0.000899080114583 41.7737252232 10 2.00135579362
8907 0.095719929872 0.00106551428167 31.5736498135 14 3.56524408858
5039 0.23661741131 0.0130368553309 6.42151627817 8 29.9854175459
2705 0.0840353035751 0.00703293638823 24.967993363 11 1.31514479722
23717 0.0332439148364 0.00468762894454 18.5806896112 11 1.64964785324
8282 0.01789815455 0.000955958594862 25.516241659 10 22.7299468452
24006 0.0241731661463 0.000371865914815 64.8846634256 7 1.71695434832
15639 0.216504177494 0.0122292202997 12.7800539739 11 2.24207985575
10767 0.0384063769566 5.17363754364e-05 113.766409021 7 12.0058492676
10458 0.0547997584955 0.0026282674608 21.1690854412 12 2.07593134845
11342 0.0477825795603 0.00236303552342 101.031418338 10 1.46950488577
11071 0.0883098870006 0.00268561272874 19.5256935544 10 2.95197507737
26525 0.0299184261658 0.00188866228414 26.8146800609 7 2.00467606142
4725 0.841575285148 0.0195422262497 2.95298408832 18 1.76993771567
13975 0.000611459051322 0.000443278294729 201.1325818 12 0.912711848427
22642 0.749603260537 0.0116183460953 4.42792031992 21 2.41807759505
16527 0.139150675303 0.000205475356134 107.711563633 8 1.59924714569
15955 0.0487203800632 0.00511148324369 8.54454663164 7 11.2988513334
16063 0.0693355475594 0.00515490068345 19.3590966354 12 1.53153602039
7594 0.0231511415696 0.0156011497486 17.5680399518 12 1.57763728853
17175 0.02423295617 0.00657578774219 10.920098339 8 3.14427735393
24077 0.162667724118 0.00370419006338 30.578389483 12 1.55450631693
20500 0.146892163802 0.00213276252867 25.6999685237 9 1.4764345932
23565 0.0756807432202 0.00115199567829 35.9604685492 16 1.90276899162
22211 0.123171777159 0.0385655521876 2.44778830309 6 5.46349146308
22877 0.0765721701584 0.0116558105391 11.1048177598 18 1.08330223421
2184 0.0420833105021 0.00223503400086 38.5562032645 6 1.9398151902
22148 0.0887029931489 0.00722224027256 15.1426107131 12 1.78212850095
17325 0.0523039846074 0.00155229602442 26.8623533498 7 2.47922640871
20173 0.959230941105 0.0263294783502 0.707637424277 10 0.987304898658
2344 0.997058019488 0.0621648996119 -0.193266432808 9 -0.392387217738
7253 0.0596845774434 0.000607518770601 47.8556447126 9 2.638970675
14332 0.0273466974786 0.00373054453041 34.4025578988 13 1.64571676552
1639 0.0161918357315 0.00416402851433 36.1724887609 14 1.45632483336
15209 0.0346521447436 0.00281587272552 16.9850071266 12 2.18866022139
20645 0.0606283042686 0.00246016910642 26.3552086482 11 2.46161227397
1523 0.0314919485051 0.0226484226417 4.02497204924 7 41.5232598018
7127 0.0491635274641 0.00158272307619 27.4175585859 11 2.40701337386
14037 0.0182732981396 0.000330408962184 102.097763836 14 1.89284335903
19048 0.006577608346 0.0033831307929 18.5633505794 7 1.100562102
9104 0.999123839472 0.111185786644 -0.868810988959 11 -0.0421357681447
20653 0.00737630814765 0.00334361076542 15.9421256737 7 2.81502600733
6735 0.119907718605 0.00741765781323 16.6381187661 16 2.59686941146
8622 0.0284943878895 0.000292170829653 77.6138623865 8 1.83782302214
2011 0.0363724246577 0.00193844269493 48.2510134257 7 2.27632846158
10023 0.307151729468 0.0120693119938 5.13358848652 12 3.44056168925
9008 0.121253540369 0.0024570074498 30.1083385681 13 2.29292421553
8231 0.050742532204 0.000941709252113 41.2067345356 10 1.0511316644
24419 0.0565608783451 0.00614348564729 15.8067385787 14 4.94445563062
24884 0.0311080963371 0.000104594554945 127.259381864 13 2.11678748126
18401 0.0705214783639 0.00316034782777 21.1866323515 9 2.09155117623
9279 0.0278634179391 0.00232819221449 18.1081229131 7 2.03390768201
23163 -0.258408474739 0.0877261954111 10.8743114063 17 0.927185444837
22610 0.122245455106 0.0317421417223 10.7416419256 15 1.12282929371
8390 0.0170083127156 0.00200236811637 28.9393094241 7 1.48679325627
9590 0.0283461961524 0.000889535758494 26.5377133879 6 1.98885078721
5966 0.0224798133709 0.00188866922375 43.2479704685 8 1.01043268446
1324 0.0257419955685 0.00184396491108 43.8492547968 9 1.78962354312
2635 0.00769121680509 0.00202355895411 35.8168905643 9 2.27930803773
2595 0.0441099338387 0.00292982560325 45.400467659 7 1.36763039577
24337 0.0301060855225 0.00641709946685 11.4937860882 8 53.1748766702
4337 0.133137442099 0.0228250831327 3.86165749297 8 30.1459841156
27463 0.488502698764 0.173273645561 8.16870658844 29 0.786816664277
3154 0.0479929125424 0.0022309271184 39.3928112496 15 1.43826432467
7359 0.0183023884198 0.00382612970639 21.0659439682 9 1.57462962295
9359 0.00282595517837 0.00156739834235 21.9716914848 7 2.68206700213
4179 0.305057312089 0.0361173622276 6.34143604231 14 1.86369765138
22507 0.11008890119 0.00159687709835 33.0727053563 13 2.71668424864
10667 0.0361044377605 0.00185555259876 28.3748150676 6 1.3419857764
16899 0.0150943016965 0.000408990018691 57.6004933994 6 1.59760237074
859 0.115049773243 0.00180102964508 29.6419727607 13 5.14113480051
20758 0.653089377927 0.0351708251868 4.88897979606 12 1.3290638317
5089 0.0711807926639 0.00578316023777 12.7155671241 10 2.41536768457
24477 0.0800113305042 0.0130346166213 14.5575198788 15 1.47431792523
22188 0.0230179735414 0.000561853819865 46.4053179653 6 1.80477477442
7666 0.0696588550068 0.000541021710596 36.6381348225 8 1.73234142809
11625 -0.00502672892762 0.00449791752697 23.0935736263 9 1.29868484793
820 0.015588455991 0.000971701459562 129.306175045 14 1.41248064812
4613 0.0886224422283 0.0092558182063 17.0249159454 7 1.22157219721
16689 0.175704197295 0.0120014370484 8.14506440128 13 18.6311669631
20294 0.0219532424406 0.00140102996258 27.0962876088 6 1.44494652335
5539 0.115404538699 0.00631279615365 18.6812600463 26 1.76836790848
18158 -0.0215421973065 0.0105874038937 12.3938749099 13 1.6922449135
10911 0.00749486922864 0.00656872662466 10.943517744 8 2.40504827183
3518 0.0255296016799 0.00641224901945 24.361997502 8 1.84457822307
11695 0.00718089893749 0.00136878801409 158.272499536 7 1.01704304961
7067 0.0218613634941 0.000661144249339 34.9769435159 6 1.8536766123
19135 0.131960251191 0.0234904033373 7.01041039431 11 2.28829368618
5038 0.836368306549 0.00809627564421 7.20394784345 16 1.75531310351
3716 0.0688397836372 0.00288596274234 29.7450313324 10 1.47548658203
2200 0.107995163659 0.00415850822937 16.9561079481 9 5.71852745305
18936 0.024979366858 0.000361411713001 49.2017766167 8 2.54754821613
371 0.0827255095582 0.000429765825322 73.7128570325 11 2.66880338381
19644 0.740886769961 0.0237832457924 8.53494394109 18 0.818960109173
21459 0.0165297197623 0.000821485197813 37.7597864866 6 1.71479625132
23615 0.0225774783503 0.000345433367719 83.2288614206 8 1.13366141962
17397 0.610277951851 0.00448337151021 11.746528362 23 3.68321931667
11474 0.0226625231099 0.000495035490386 35.8007228288 11 2.93241699024
307 0.0142626197018 0.0103030577551 22.2674006131 9 1.71708167337
4932 0.0583364384264 0.000306963009427 87.9368288579 6 1.02480706805
26373 0.0290994652893 0.00332410558555 21.0161565267 8 1.94586503691
26135 0.343121433829 0.00498327178356 11.0623879838 8 20.1828001375
9452 0.0234371683198 0.00251770649553 28.130870608 7 0.942714342518
16601 0.0067619868316 0.000517776273246 45.8650437229 7 1.95970663786
8868 0.0237574768214 0.000383941892441 54.9897008436 8 1.33653796355
4252 0.0689953617532 0.0106876774478 32.0053035222 8 1.19902402823
25871 0.0754356289429 0.00183270959126 25.0189823876 9 2.6497377883
11398 0.0359532706934 8.47359256175e-05 122.165337317 8 1.38212474623
10688 0.029155485631 0.00288950376158 14.0416831796 7 1.93906840902
3102 0.0335388088179 0.00334801719055 41.8096638126 10 0.758366622471
8874 0.0382502874892 0.000571571013451 49.6934867362 12 2.07431233082
20279 0.0521780280344 0.00389450578988 18.7336311016 7 2.08511424786
16498 0.0100678317211 0.0015892317796 30.2503245813 8 1.52736419302
21859 0.0231964333064 0.00496878663146 31.6196641421 16 1.42920116282
2132 0.0719419465354 0.00457065919134 10.2827252012 6 3.64576621296
21575 0.0469815092674 0.00464296765458 11.1080801228 7 3.77415247723
22791 0.0969774298402 0.00275747426726 26.9964681625 10 1.96576791645
24809 0.0349712293347 0.000625984264536 72.0534710624 10 1.16710849121
17879 0.0222784627384 0.000165128764074 89.3330173066 6 1.54175683159
14658 0.016290517214 0.00253443280118 22.6412290178 8 2.04991809813
5492 0.306072683386 0.00118793414766 28.3219615764 13 4.2044691475
16185 0.0633832127882 0.0029616610159 24.6925820836 10 1.36993984761
715 0.257204917822 0.00250586804549 22.5999179542 12 4.45236938738
7259 0.0106720001684 0.000374576810519 89.5041712263 7 1.08080657465
9284 0.00631854291191 0.00135533787491 39.7337870598 9 1.02044160045
14521 0.170125056157 0.00161266538698 24.0519316308 9 1.21023066643
1740 0.0285994637619 0.000726681714976 75.8948497463 9 2.6727489251
3977 0.0171295031576 0.00572172309758 21.1993195098 9 1.74435988444
20150 0.0982439878739 0.00178269157344 43.4587359415 17 1.32614517913
3238 -0.109684833497 0.0364499990295 17.0389779494 18 1.13114816973
7472 0.0514446122782 0.00589322142107 22.0561523023 6 1.7866879569
24483 0.0581400582451 0.00595034551148 14.3585580931 12 2.89192652096
4646 0.0151735474476 0.000563526398941 38.8038080305 8 3.1337291198
3225 0.477478047178 0.0475239436215 1.79315876253 6 5.48307491127
33410 1.62168935553 0.00744396610959 48.6511685722 34 1.60414919213
18315 0.0254740454638 0.00165716222557 22.8437147258 9 4.05193866137
25533 0.0549887268083 0.00310467696818 29.6145085786 7 0.987837914634
18545 0.0416577639524 0.00259800010854 19.622059615 9 1.37442637168
10641 0.00792573551875 0.000862977077089 41.5781644447 11 2.53998307258
22734 0.210414531645 0.00159524365452 34.3099198466 24 3.64014135271
24135 0.0521931611058 0.00323017759123 42.2380109829 8 0.966620799173
19800 0.085031870493 0.00487793397398 26.0531342653 7 1.36149243396
2153 -0.00997157540864 0.00731663386098 17.0529013125 8 4.14996369716
13713 0.129029672515 0.00797278309461 13.0995579619 11 3.74695135185
9830 0.0102678219452 0.000479486050166 58.8210060296 9 1.87594837761
3087 0.0758614717358 0.0039435165695 39.008506588 9 1.42401035762
9961 0.0193386865141 0.00250022750639 30.7033131021 10 1.43830031923
3499 0.0932905878785 0.0077712619744 15.988726408 7 2.1852961085
18651 0.08645949593 0.00300531240542 27.3574123272 9 1.14631539404
7021 0.146883032419 0.017741431587 11.9487727265 12 1.36790714743
26554 0.160109500426 0.00133989668756 34.6345948637 23 11.486392749
972 0.0419482522414 0.00727415817077 24.7431616705 8 1.03844708949
13025 0.164416017023 0.0185192887544 5.80704624059 17 1.504976485
3796 0.0228086844251 0.000423041396218 91.7565007914 7 1.81721038781
12337 0.0189727818413 0.000149049518363 168.100183344 7 1.24698720637
2717 0.946924256457 0.0377576519497 0.818685535466 10 1.64821880852
11904 0.103538815305 0.00825779166085 17.4266223599 15 1.17100595749
22878 0.0379820988265 0.000394144604443 41.2572660971 10 2.34383249648
15864 0.0765451078217 0.00399102371287 19.827557846 7 2.14475204433
20085 0.0779916982089 0.00245573313272 30.3302282213 7 1.44958828627
24644 0.489526272548 0.00933997417256 7.66359018357 29 3.82149182286
16940 0.0175051610285 0.00206397840804 36.6258614864 9 1.19843836463
20848 0.0561238364169 0.000909167179961 33.5307889734 6 1.38393178905
3329 0.0209012012377 0.0183105821617 22.9808686505 10 1.1935257408
22747 0.0194033091511 0.00176590780834 34.8572976424 11 1.13708003467
8607 -0.0114350074757 0.00729605619617 9.30501206581 7 2.52639028386
431 0.038821846047 0.0145959666964 15.1223119622 6 1.80666558796
14936 0.00260728687386 0.00304705906068 26.7666429526 8 0.979576434186
5406 0.0438953705259 0.000630102874472 52.5529944161 12 3.04712810012
25526 0.0910278662873 0.00432113525537 24.0723128183 14 1.6124186464
733 0.213524310689 0.0111325759316 10.1201199966 11 8.91148947353
26688 0.031956664405 0.000611203387427 48.2934096729 9 2.18306941425
23948 0.218235733543 0.00455503511479 13.027600379 30 3.96005349235
2471 0.0393793522055 0.00151867177165 61.1568374936 5 1.38283743628
13051 0.0380560073677 0.00221425163987 31.6657905787 10 1.43439255025
