#ID ICD_IH ICD_IH_ERR ston_I PR alpha_IH
15842 0.402858562093 0.0146281807863 10.3431026618 11 1.1710858534
15451 0.0444442272913 8.67749311772e-05 123.495689568 6 1.82268763299
13751 0.302437020595 0.00132298507574 42.1215980019 21 5.22410044861
21438 0.118068438237 0.00567117839554 15.7989191504 21 2.18274647408
3261 0.0385856075308 0.00200617927486 20.7965109251 8 3.01959665375
6336 0.0406930491423 0.00474948732595 11.8261162108 15 2.45689352181
22123 0.0395144008598 0.000343967307347 42.9475506394 8 8.03112419933
15401 0.0422597929627 0.00173098371581 24.9762942604 11 1.76241956919
14479 0.0384386756899 0.00105091248409 65.644045803 10 2.36565685305
21090 0.0587752373231 0.0144066815494 10.302179554 18 1.04777811726
8480 0.0221842302889 0.000368886854358 54.9604943274 6 1.24344192693
20936 0.212547035461 0.00448702760511 30.888576682 43 1.64974507298
24768 0.0387668247098 0.00126523867272 30.5464414896 11 2.22651604735
2499 0.40637807311 0.0815617560077 7.04835574257 14 0.961436087365
6105 0.0308899559666 0.00413471110144 15.1390628604 6 2.0546925411
24965 0.945413840502 0.016760876464 1.59706505884 20 0.429456993853
3782 0.00870521735409 0.00388258140132 21.4573575493 7 1.88216467447
15293 0.0818473547941 0.000150137821928 212.188271711 12 1.73229102105
25478 0.0340859651458 0.000959441773431 38.8485496153 12 1.97788466812
15618 0.155645544549 0.002652655979 21.7261958468 11 4.74232541321
13800 0.00988002762471 0.0204108164243 9.10112084531 11 1.34699655434
10437 0.0377546197567 0.000377661712192 292.044064174 6 1.31713217973
19908 0.383524586332 0.00347771539915 25.1789244908 26 2.39870571564
24896 0.0379794156649 0.0010017040889 30.2291269727 11 1.33196627315
24991 0.0211925386189 0.000789189980965 42.6533904484 15 2.41990135052
2325 -0.0108542421311 0.013021948796 10.4872386775 10 3.94784315379
8387 0.0488071146028 0.000775914755256 33.0814928022 8 1.77214460119
19590 0.975601381228 0.00309697455718 0.856361212678 14 1.30536151045
19435 0.281492761152 0.00256348359655 25.0251628712 18 3.74305905751
9710 0.500572846952 0.024826204157 3.57570065884 10 2.15985413439
22642 0.778480839414 0.0085440924251 4.96139526099 19 1.87088139769
19735 0.020879198918 0.00207292148492 25.5002193079 6 1.89241671771
21018 0.020591203083 0.00323340069231 11.5022135792 7 3.00508887748
8069 0.0427956553709 0.00399693508271 14.5595413516 9 3.31316083266
6987 0.163576334923 0.0153806114106 4.90551413968 14 6.98421333461
10302 0.416738193172 0.0145553984836 7.40251334661 11 2.04693591448
18458 0.0389076096352 0.0123078838081 9.03872279627 8 1.63623023503
9577 0.0457325050708 0.00134764241849 24.8623674291 6 2.59303053305
3496 0.0524215829232 0.0036837056261 22.1632993784 8 1.1017488841
15237 0.0127286431454 0.000353437076939 90.3431730175 8 3.20824718352
3716 0.137717817327 0.00507423965684 12.3201814205 11 1.59076280346
6468 0.00899328670489 0.0158666098945 10.4750637159 12 2.01099613787
16801 0.0266578106291 0.00309256446927 21.1072678344 7 1.29919095146
25239 0.0223102596151 0.00100933748167 31.8557515664 9 1.94869859685
11649 0.0419844977913 0.00884842202066 12.7946844462 10 1.06798673025
5477 0.265218215251 0.00564826851274 10.9221636293 10 6.59207005666
4291 0.131240151363 0.0133423703554 30.1849681545 13 1.70128445946
18331 0.219856036104 0.0299699609914 6.19756467516 16 1.42369944579
2746 0.171849892347 0.0107430507098 6.29319759014 10 8.86753146756
2941 0.017786222526 0.00154346121505 35.8891788512 6 1.45544864611
1542 0.0704451860843 0.00471597895698 30.5912230184 15 2.95356916122
26706 0.0527592230857 0.00189646193961 25.5314986601 6 1.18722112502
2364 0.0231189550943 0.00221445586991 19.5310116352 8 2.06932355883
19682 0.256122124549 0.049817456754 13.0631123767 18 0.668483757873
5986 0.0193592431951 0.0005260076116 40.1570784605 6 1.77334977284
13115 0.221821738755 0.0357092281453 4.19164117577 11 1.68565154811
25009 0.435440546329 0.00234323127107 20.4862360555 19 2.85374169562
19158 0.0119945400711 0.00206035281274 37.1655637865 13 1.74056585716
11165 0.229167336414 0.00624291349818 11.9517765802 14 1.54538570539
2542 -0.0646828139082 0.031377344673 13.0783146016 12 1.45210662592
9685 0.0818626807494 0.00235195733601 9.67913614215 7 2.34055258656
3937 0.0373546465458 0.00181452015803 33.3957568548 8 1.58365317002
15485 0.128308703834 0.000734696784689 63.4465912479 13 1.90869156355
1132 0.924723210728 0.172045378362 1.4220583146 14 0.296232645364
16985 0.0559992220725 0.000346455361666 36.427042093 8 3.37590924819
2679 0.131819349201 0.00449229311149 51.9443817371 9 1.06046501796
15903 0.0302808925647 0.000822544332228 30.1764484635 10 2.04994430528
26179 0.0326038957215 0.00622193527514 16.3038412936 10 1.91674800767
23650 0.0562506444174 0.0078338622517 8.41229458963 9 3.0647694844
23030 0.140412060129 0.0107710342127 10.1512846337 13 4.66110086662
22135 -0.00874518654107 0.00655810027382 11.4614204483 7 2.13315419864
12517 0.0501894719855 0.0049766378615 14.5286962062 12 1.57853162579
1643 0.0957308308072 0.0013430800261 54.1779986189 5 1.30775454858
3680 0.0442736169177 0.00466736285273 12.2665782658 8 2.06989937437
11557 0.0512502974566 0.00803981316714 10.7570656736 10 4.18742953181
19093 0.375339498783 0.0194136128604 7.86162279356 10 1.57351598943
2619 0.535315726261 0.00402616978249 15.0487657748 15 5.30271554377
2391 0.0991366137309 0.0127946744862 20.7172346636 10 1.91798053316
20036 0.018666507845 0.00170880494395 21.4201737971 7 2.60506000627
20027 0.799851645367 0.00986208626353 3.08647230121 6 5.31187095416
11959 0.0111215182816 0.000434051503977 96.6164784633 9 1.54897068387
13436 0.100559004044 0.00640605441635 15.6487528427 11 1.88452100829
5385 0.00740322038515 0.00470027764657 13.9339436812 9 1.71628594377
3327 0.00892316046748 0.0101655147261 11.1530973676 7 1.89438875893
812 0.918309699004 0.00631428158955 3.15999431675 13 1.9440651893
22188 0.0192414528533 0.00139612085165 24.6203605909 6 2.10771931474
17882 0.524118381193 0.0103328255905 7.65861526186 16 10.681130114
18001 0.0634069329269 0.00582443700494 11.0635543488 11 1.80870275292
16274 0.0435305136258 7.65818945325e-05 80.1565961867 12 3.94872030676
7409 0.0106406858721 0.00176440965096 27.7326175615 11 2.49631712451
10973 0.0307412955353 7.7809705834e-05 277.235499369 6 2.36440810487
11821 0.0336969352493 0.0026918348754 17.0664903395 11 1.67287404296
6125 0.0276063759029 0.00845707465532 12.6154594372 8 1.86270410772
2595 0.0468171211579 0.00955905419913 21.3235872789 9 1.39789713579
18485 0.104301852892 0.00764103708241 10.285976549 9 2.50947977182
13051 0.0211657157453 0.00297204983375 21.1045627132 10 1.85780764574
6895 0.0236664642516 0.00119003884458 32.2027777714 12 1.83233052707
3144 0.199169379497 0.00690471363848 21.4243898284 7 2.32474045452
19935 0.0569416447708 0.00146983958616 43.9229020998 18 2.76524610824
8658 0.0696137471055 0.00976829688881 10.683009913 10 1.58252424967
12194 0.0860257173091 0.0139791512923 6.89920966331 7 9.12039177028
12229 0.329586554911 0.00208273457126 17.3756853168 8 2.54304262982
2094 0.0563566885612 0.0259182807468 9.24243687496 10 1.83932673365
26801 0.045140281132 0.00284621464389 21.1394296914 12 2.20441560731
14362 0.0116778702456 9.6629518724e-05 86.058156481 7 15.9112940222
13788 0.0340369553639 0.000310392053437 93.537653748 11 1.5910928698
560 0.172563009462 0.0553070124809 5.78157621439 14 1.06857379297
16832 0.27682405982 0.00390439942249 13.0176191673 10 3.04654852792
26558 0.999990563209 0.00535166742879 2.50151176428 15 -0.00756435578006
14332 0.0349117026151 0.00429484089435 30.5877209625 11 1.94112400877
10767 0.0356162044603 3.32020375401e-05 175.173928923 7 9.36613140515
26525 0.0183847796814 0.0051708402929 14.3370440654 7 2.11870350113
4231 0.00831841207147 0.00498095232809 17.8202254779 6 1.54403324862
961 0.227573425753 0.00462829738391 18.2286854963 12 2.57242781122
3990 0.525525045436 0.0220944565596 3.37859918111 7 7.06964340436
21622 0.0720384960501 0.00256463936157 17.4644418304 9 2.10168867094
1857 0.141114942386 0.006258987507 21.4480521398 13 2.79830294651
3745 0.119088093087 0.0197906196423 27.0418164903 10 1.97048106818
8448 0.0109439961153 0.00800267215763 14.2231456157 13 1.15896206557
17460 0.0435790637538 0.0020948044843 24.8975689958 9 2.26063647821
3627 0.0439653907653 0.0026147879896 20.6017043343 7 0.929380908582
18558 0.0482289541078 0.00515876281584 17.319964101 9 1.32538660601
6708 0.844249501194 0.0506933789992 2.96226211471 8 1.17270543679
15012 0.130304556434 6.39523700555e-05 194.642549153 15 2.79681743748
24019 0.0226750929025 0.000398671859595 48.3093624179 7 1.96922474707
4079 0.859031566961 0.00719239145938 0.327314692741 6 2.55474348475
21652 0.149191790669 0.00986282632154 9.53554994063 16 2.11784151141
20192 0.157142108227 0.0102601727506 16.4695252636 20 2.04153130599
8453 0.0468531661845 0.00661096707699 20.0615183144 11 0.780965339197
25871 0.0635142255334 0.00332158142219 18.3039389505 9 2.54324221883
16471 0.0860540773075 0.0119682796852 6.25835742909 7 16.3851800516
2755 0.0265894402588 0.00168298910827 27.651296965 8 1.68572004223
313 0.0661392924687 0.011004797771 13.6376313232 7 1.53084447033
23323 0.0431532189259 0.00589075002593 24.2488964283 9 1.05371220337
467 0.0828436720498 0.0163558573299 13.1639192118 10 1.33459539678
26085 0.0661705639451 0.000722311408253 32.2903711791 7 2.15038862898
655 0.649290394347 0.0219760319389 16.6523648022 14 1.89533236568
22507 0.154226196695 0.0039251416375 18.9429263551 13 2.62012298038
27771 0.614439611562 0.0599815675888 7.33042145571 18 0.62453687539
558 0.203910536068 0.00589434239151 21.0747331486 29 1.96800573417
21703 0.0617981535371 0.00202629779153 23.1031685309 7 1.69099234553
21662 0.99328922432 0.000917902326053 4.56060353569 15 1.04091467715
1946 0.0374491040817 6.73937651404e-05 88.5987104183 6 4.4314255926
7670 0.875276996764 0.00767561389269 2.46448423536 12 3.61591176666
21819 0.0464840561524 0.00178059536004 30.4241719434 9 1.44122479311
23547 0.248021536072 0.0141671359187 7.91285966419 12 1.67949421555
19124 0.0485938918659 0.00132051290369 26.3811274985 7 2.1969782311
16317 0.0948025911021 0.0106583555844 9.80871416588 10 2.14958894911
1746 0.137605856036 0.00396980859597 25.7489930118 8 2.00030598314
1225 0.103991267972 0.000103655423368 224.497510485 5 1.24195182543
27463 0.999367164123 0.0710054796585 2.16244084774 7 0.0650753217522
25168 0.142559675921 0.00809264565552 11.4452217123 23 1.91817560375
14050 0.171757565401 0.00811395725331 18.5086387972 12 1.22836271779
22281 0.95793157761 0.0738157429379 2.22145193912 16 0.324015826843
25128 0.179747416096 0.0184650079764 5.86891092395 22 1.43324476269
11228 0.287197210381 0.0245382382663 5.46526177463 11 3.61153616196
9007 0.0205818014353 0.00102412055476 27.6960237825 10 2.72037089676
17789 0.0323332766688 0.00355242944776 18.106064761 6 1.59320974129
5249 0.0262439843531 0.00633454407129 11.5635759593 7 1.85655018977
13586 0.0110082303109 2.21481791576e-05 326.275522857 12 13.1338425262
2385 0.122319144014 0.00697643984581 11.5159384899 10 4.97731765845
25746 0.197339231454 0.00502505754217 9.2865234139 9 2.86396084392
1121 0.368222308139 0.0154184410289 7.38336445661 19 4.263978948
5686 0.0995795997 0.00398403996326 22.8070324589 9 2.10980874273
2423 0.12416672049 0.0138955821373 5.38596270303 10 7.95070326069
25497 0.136180647073 0.0165051100039 7.41888029218 8 3.1575291686
24314 0.0228949670804 0.00315680677953 29.5930377168 8 0.991163243039
8307 0.0135010346098 0.00510259543172 13.1551127825 13 1.9057952785
23567 0.118095568954 0.00130607579292 38.413696146 12 1.25374802284
4947 0.0710313569083 0.00872941930487 8.02427670736 10 2.53752382798
6359 0.021219089861 0.00511487368169 18.7428409711 12 2.63745915009
4339 0.0880083970503 0.00277062806324 40.2374130033 7 3.32111950538
1458 0.00600230748616 0.00654462677108 14.8194930721 8 1.82252688072
24216 0.82601079253 0.0040963784003 7.44230309398 15 2.72215827426
