#ID ICD_JH ICD_JH_ERR ston_J PR alpha_JH
9839 0.00616330704172 0.00113440543096 75.4884616521 11 1.13074978705
895 0.089190450381 0.00974725783774 17.6796821305 9 1.27486448859
467 0.123557466375 0.0195745935096 12.4452134843 10 1.10699385447
8368 0.000176901824926 0.000698280438279 61.9008285854 7 1.4736424
7472 0.0830958434268 0.0102082840914 13.6536140037 7 1.21963015606
20173 0.263624737838 0.0158645734059 8.98527084387 10 1.74074774001
2296 0.0092197586635 0.00031676739694 86.0547813472 7 1.23778916577
4280 0.0119858639093 0.00573888547744 30.4469691698 7 0.894279861215
22129 0.00376781347009 0.000699903684945 65.7549480037 6 1.07972028277
397 0.0217336715654 0.000247158422125 108.972450049 5 0.872467816136
25311 0.00953629646794 0.00966358579953 24.8091063366 14 1.28143009195
24505 0.00323878811074 0.00217898703041 49.3282824206 14 1.24438485999
6858 0.00633356267173 0.00204689411069 33.7776079398 7 1.22112108089
18176 0.00639167894426 0.00274532318245 46.4462354813 16 1.06884705285
4177 0.00562927610094 0.00210511171102 51.9413340722 7 0.863318537441
5563 0.0164588946907 0.000770953674038 81.7585453687 21 2.06246745317
515 0.113506529927 0.00880218817437 14.3677910484 6 1.61443366607
7533 0.00203312417973 0.0179440648048 12.0929205607 15 1.58917083479
658 0.0156952341058 0.000232453390282 93.4877876481 5 1.05488082215
26571 0.0239292434796 0.00231761176904 44.4913673485 7 0.885359706419
26074 0.0526828057118 0.000625986493798 85.7840664957 11 1.24410385461
22231 0.00895506212036 0.00270572526667 38.3888630416 10 1.30738513274
9661 0.000176238554775 0.00451562708352 27.0047152414 9 1.59735412418
26457 -0.0152884393879 0.0155472646718 20.7979779129 17 1.02845534217
23706 0.0061521578287 0.00375130331407 29.8422337526 10 1.61053877846
16645 0.00203372997217 0.00109925309424 75.0639917087 12 1.36182481162
8184 0.0034672550662 0.00132334175246 56.3682038697 9 1.21629794303
16732 0.00214157680826 2.48543336934e-05 457.135047827 9 1.23568478836
20039 -0.0104926893033 0.0043624909385 31.292625649 10 1.27094473197
21266 0.043328116229 0.009235136786 32.6114072614 11 0.658063703739
1740 0.00520477927194 0.00108561679785 63.9415673308 9 1.24423471136
19308 0.00365712266739 0.00209056335295 31.1045712743 7 1.37881299744
25806 0.00537794263634 0.00190552713548 44.3865321755 9 1.32270311215
6175 0.00926227306627 0.0034057249459 29.7900926535 7 1.25453060513
3281 0.00557527131877 0.0019025530219 55.1543559311 10 1.02329598348
20164 0.0152014322938 0.00566482011152 23.6564647004 11 1.46935590493
15293 0.00164364879886 0.0001436123472 242.943974008 12 1.20061090071
19306 0.00653150785587 0.00512359523373 27.6942693593 10 1.29500987826
12447 0.0693242098043 0.00287642985128 20.8891486737 7 1.10221861102
3175 0.0232277851745 0.0100328734883 22.3342586358 8 0.977682816432
21804 0.00647682210778 0.00147753500185 36.9696857762 6 1.63259135183
17655 0.00507093705307 0.00107514338771 78.2774614569 12 1.01450370594
11474 0.00115533073035 0.00026801417786 134.705125297 10 1.19682890317
22549 0.00570867101411 0.00133827651983 52.3042863255 12 1.60545545712
12200 0.00401972159495 0.00515021476476 23.7444773655 8 1.69867821166
643 0.0537081668135 0.0168672974646 11.4413403475 9 1.32452245916
9557 0.00489385019761 0.00217941961301 46.8158853482 11 1.31070852017
7308 0.00309397808777 0.000974148359546 54.4562949064 7 1.57060448429
5686 0.0416241826356 0.00394030860317 27.7721564674 9 1.20029594881
19470 0.00297599995085 0.00247953578532 40.1088998409 7 1.0208027248
11557 0.00228279272275 0.00161276038685 50.5134018065 10 1.47484058466
5245 0.355793548279 0.0252138621556 7.39879263854 8 0.72635466339
11894 0.00586503042561 0.000995328785179 56.4631319275 8 1.4040507818
2515 0.011237737656 0.000300182184371 81.1637888663 6 1.64920868419
8069 0.0023618655034 0.00080831982255 65.8736273987 9 1.42503068919
17735 0.0119919836918 0.00515957235311 30.8028496103 23 1.34929449184
18341 0.137950879763 0.0332265162812 9.10833491174 9 1.23617690328
10053 0.0147703198933 0.00595243994468 23.2222858885 8 1.49558863382
6076 0.100722083438 0.00732389007657 23.3235230796 11 0.904165163341
16970 0.0113079911202 0.000416017235729 80.4941872866 7 1.538601094
160 0.016769620194 0.00391599746851 35.2001287167 9 1.3229652089
8045 0.0945911234877 0.00662626802634 25.4104081504 14 0.952204116584
25365 0.0308933422075 0.00492343733992 36.2324289662 29 1.55484752713
